"","field_pt","date","year","month","day","locality","site","bar","station","transect","tran_length","easting","northing","elev_m","collector","type","gear","neg_e_abs","elev_cat"
"3460","4013","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296153.6419,3236609.875,-0.5605272,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5605272,-0.5
"3461","4014","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296154.6473,3236607.848,-0.3904488,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3904488,-0.3
"3462","4015","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296154.2826,3236607.619,-0.5620512,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5620512,-0.5
"3463","4016","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296153.7136,3236607.386,-0.5391912,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5391912,-0.5
"3464","4017","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296153.0513,3236607.03,-0.5145024,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5145024,-0.5
"3465","4018","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296152.4407,3236606.745,-0.5465064,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5465064,-0.5
"3466","4019","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296153.0432,3236609.479,-0.5519928,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5519928,-0.5
"3467","4020","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296152.5826,3236609.015,-0.5733288,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5733288,-0.5
"3468","4021","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296152.0451,3236608.961,-0.5660136,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5660136,-0.5
"3469","4022","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296151.3499,3236608.66,-0.591312,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.591312,-0.5
"3470","4023","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296150.4263,3236608.303,-0.9360408,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.9360408,-0.9
"3471","4024","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296151.6519,3236605.969,-0.9470136,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.9470136,-0.9
"3472","4025","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296164.8172,3236581.97,-0.9256776,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.9256776,-0.9
"3473","4026","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296165.5078,3236582.094,-0.4620768,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4620768,-0.4
"3474","4027","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296166.1457,3236582.224,-0.5068824,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5068824,-0.5
"3475","4028","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296166.6793,3236582.529,-0.5705856,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5705856,-0.5
"3476","4029","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296167.2007,3236582.689,-0.509016,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.509016,-0.5
"3477","4030","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296167.9579,3236583.053,-0.5556504,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5556504,-0.5
"3478","4031","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296168.6641,3236583.396,-0.5202936,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5202936,-0.5
"3479","4032","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296169.2684,3236583.744,-0.5355336,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5355336,-0.5
"3480","4033","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296169.9525,3236583.892,-0.5434584,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5434584,-0.5
"3481","4034","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296170.7002,3236584.567,-0.5190744,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5190744,-0.5
"3482","4035","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296171.2411,3236584.87,-0.5483352,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5483352,-0.5
"3483","4036","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296171.7005,3236585.13,-0.539496,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.539496,-0.5
"3484","4037","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296172.2906,3236585.619,-0.4239768,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4239768,-0.4
"3485","4038","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296173.038,3236585.545,-0.4431792,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4431792,-0.4
"3486","4039","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296173.2739,3236585.903,-0.890016,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.890016,-0.8
"3487","4040","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296174.6381,3236583.632,-0.8750808,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8750808,-0.8
"3488","4041","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296174.2309,3236583.378,-0.5035296,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5035296,-0.5
"3489","4042","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296173.4393,3236583.597,-0.4934712,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4934712,-0.4
"3490","4043","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296172.7318,3236583.455,-0.547116,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.547116,-0.5
"3491","4044","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296171.9988,3236582.893,-0.490728,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.490728,-0.4
"3492","4045","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296171.7958,3236582.857,-0.4584192,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4584192,-0.4
"3493","4046","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296171.0234,3236582.507,-0.48006,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.48006,-0.4
"3494","4047","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296170.518,3236582.364,-0.5718048,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5718048,-0.5
"3495","4048","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296169.7074,3236582.068,-0.5519928,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5519928,-0.5
"3496","4049","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296169.0188,3236581.817,-0.573024,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.573024,-0.5
"3497","4050","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296168.2338,3236581.66,-0.5312664,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5312664,-0.5
"3498","4051","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296167.6605,3236581.355,-0.5827776,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5827776,-0.5
"3499","4052","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296167.0851,3236581.22,-0.5864352,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5864352,-0.5
"3500","4053","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296166.5244,3236581.097,-0.5559552,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5559552,-0.5
"3501","4054","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296166.1263,3236581.126,-0.5705856,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5705856,-0.5
"3502","4055","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296165.657,3236580.824,-0.972312,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.972312,-0.9
"3503","4057","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296173.5288,3236566.361,-0.88392,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.88392,-0.8
"3504","4058","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296174.1605,3236566.696,-0.5559552,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5559552,-0.5
"3505","4059","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296174.7437,3236566.812,-0.5754624,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5754624,-0.5
"3506","4060","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296175.4674,3236567.292,-0.5239512,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5239512,-0.5
"3507","4061","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296176.0221,3236567.708,-0.5355336,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5355336,-0.5
"3508","4062","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296176.4357,3236568.242,-0.5452872,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5452872,-0.5
"3509","4063","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296176.8506,3236568.566,-0.5218176,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5218176,-0.5
"3510","4064","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296177.4903,3236568.835,-0.5126736,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5126736,-0.5
"3511","4065","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296178.1203,3236569.187,-0.5205984,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5205984,-0.5
"3512","4066","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296178.659,3236569.583,-0.5001768,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5001768,-0.5
"3513","4067","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296179.0606,3236569.921,-0.5550408,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5550408,-0.5
"3514","4068","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296179.5718,3236570.325,-0.5269992,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5269992,-0.5
"3515","4069","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296180.1306,3236570.654,-0.5056632,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5056632,-0.5
"3516","4070","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296180.9423,3236570.683,-0.580644,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.580644,-0.5
"3517","4071","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296181.434,3236570.972,-0.8927592,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8927592,-0.8
"3518","4072","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.249,3236561.351,-0.8845296,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8845296,-0.8
"3519","4073","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.1027,3236561.211,-0.42672,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.42672,-0.4
"3520","4074","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296186.442,3236561.053,-0.536448,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.536448,-0.5
"3521","4075","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296186.0593,3236560.883,-0.5465064,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5465064,-0.5
"3522","4076","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296185.5801,3236560.702,-0.55626,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.55626,-0.5
"3523","4077","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296184.9144,3236560.354,-0.5763768,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5763768,-0.5
"3524","4078","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296184.111,3236559.902,-0.580644,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.580644,-0.5
"3525","4079","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296183.2985,3236559.777,-0.5202936,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5202936,-0.5
"3526","4080","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296182.7838,3236559.15,-0.553212,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.553212,-0.5
"3527","4081","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296182.7606,3236559.185,-0.5788152,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5788152,-0.5
"3528","4082","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296182.2034,3236558.579,-0.5407152,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5407152,-0.5
"3529","4083","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296181.6181,3236558.388,-0.493776,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.493776,-0.4
"3530","4084","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296181.0758,3236558.321,-0.5611368,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5611368,-0.5
"3531","4085","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296180.4652,3236558.098,-0.551688,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.551688,-0.5
"3532","4086","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296179.7454,3236557.978,-0.5678424,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5678424,-0.5
"3533","4087","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296179.2749,3236557.419,-0.5800344,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5800344,-0.5
"3534","4088","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296178.5221,3236557.081,-0.885444,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.885444,-0.8
"3535","4089","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296179.5,3236555.512,-0.8866632,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8866632,-0.8
"3536","4090","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296180.0257,3236555.744,-0.5309616,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5309616,-0.5
"3537","4091","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296180.7887,3236555.934,-0.580644,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.580644,-0.5
"3538","4092","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296181.5758,3236556.251,-0.5586984,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5586984,-0.5
"3539","4093","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296182.2278,3236556.505,-0.5465064,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5465064,-0.5
"3540","4094","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296182.9224,3236556.641,-0.5513832,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5513832,-0.5
"3541","4095","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296183.2895,3236556.937,-0.56388,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.56388,-0.5
"3542","4096","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296184.1994,3236557.547,-0.5657088,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5657088,-0.5
"3543","4097","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296184.784,3236557.932,-0.5605272,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5605272,-0.5
"3544","4098","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296185.364,3236558.32,-0.5035296,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5035296,-0.5
"3545","4099","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296185.9356,3236558.534,-0.5321808,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5321808,-0.5
"3546","4100","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296186.5498,3236558.852,-0.5675376,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5675376,-0.5
"3547","4101","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.2372,3236559.322,-0.5617464,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5617464,-0.5
"3548","4102","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.8125,3236559.662,-0.877824,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.877824,-0.8
"3549","4103","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296188.7261,3236557.697,-0.862584,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.862584,-0.8
"3550","4104","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296188.3273,3236557.541,-0.5541264,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5541264,-0.5
"3551","4105","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.8147,3236557.412,-0.5785104,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5785104,-0.5
"3552","4106","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.593,3236557.218,-0.5559552,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5559552,-0.5
"3553","4107","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.0489,3236556.798,-0.5236464,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5236464,-0.5
"3554","4108","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296186.4932,3236556.761,-0.5705856,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5705856,-0.5
"3555","4109","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296186.0339,3236556.45,-0.4940808,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4940808,-0.4
"3556","4110","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296185.5857,3236556.36,-0.5309616,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5309616,-0.5
"3557","4111","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296185.2151,3236556.113,-0.5376672,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5376672,-0.5
"3558","4112","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296184.627,3236555.895,-0.5218176,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5218176,-0.5
"3559","4113","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296184.1212,3236555.705,-0.513588,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.513588,-0.5
"3560","4114","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296183.6933,3236555.565,-0.4773168,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4773168,-0.4
"3561","4115","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296183.0994,3236555.443,-0.4599432,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4599432,-0.4
"3562","4116","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296182.5387,3236555.108,-0.5827776,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5827776,-0.5
"3563","4117","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296181.6676,3236554.796,-0.5513832,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5513832,-0.5
"3564","4118","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296180.9884,3236554.287,-0.588264,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.588264,-0.5
"3565","4119","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296180.2565,3236553.924,-0.8546592,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8546592,-0.8
"3566","4120","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.5476,3236540.609,-0.885444,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.885444,-0.8
"3567","4121","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296187.9391,3236540.727,-0.5663184,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5663184,-0.5
"3568","4122","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296188.612,3236540.857,-0.550164,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.550164,-0.5
"3569","4123","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296189.2045,3236541.136,-0.5696712,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5696712,-0.5
"3570","4124","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296189.8163,3236541.641,-0.54864,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.54864,-0.5
"3571","4125","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296190.4737,3236541.158,-0.54864,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.54864,-0.5
"3572","4126","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296191.2559,3236541.311,-0.5202936,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5202936,-0.5
"3573","4127","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296191.7441,3236541.722,-0.4565904,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4565904,-0.4
"3574","4128","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296192.745,3236541.845,-0.5480304,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5480304,-0.5
"3575","4129","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296193.0582,3236542.579,-0.4614672,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4614672,-0.4
"3576","4130","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296193.7138,3236542.756,-0.490728,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.490728,-0.4
"3577","4131","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296194.1274,3236542.86,-0.56388,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.56388,-0.5
"3578","4132","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296194.7923,3236543.22,-0.4986528,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4986528,-0.4
"3579","4133","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296195.5166,3236543.188,-0.5239512,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5239512,-0.5
"3580","4134","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296196.0532,3236543.46,-0.539496,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.539496,-0.5
"3581","4135","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296196.6777,3236543.808,-0.5907024,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5907024,-0.5
"3582","4136","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296197.1919,3236543.98,-0.5751576,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5751576,-0.5
"3583","4137","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296197.5987,3236544.175,-0.8741664,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8741664,-0.8
"3584","4138","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296202.3753,3236532.823,-0.9168384,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.9168384,-0.9
"3585","4139","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296202.0427,3236532.498,-0.5599176,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5599176,-0.5
"3586","4140","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296201.4559,3236532.279,-0.5340096,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5340096,-0.5
"3587","4141","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296200.8591,3236531.964,-0.5946648,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5946648,-0.5
"3588","4142","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296200.0918,3236531.74,-0.5599176,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5599176,-0.5
"3589","4143","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296199.5838,3236531.472,-0.5507736,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5507736,-0.5
"3590","4144","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296198.6915,3236530.881,-0.5736336,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5736336,-0.5
"3591","4145","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296197.9954,3236530.793,-0.5544312,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5544312,-0.5
"3592","4146","10/4/2018",2018,10,4,"LC","O","19","LCO19",-999,-999,296197.4002,3236530.444,-0.531876,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.531876,-0.5
