"","field_pt","date","year","month","day","locality","site","bar","station","transect","tran_length","easting","northing","elev_m","collector","type","gear","neg_e_abs","elev_cat"
"1593","2091","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295421.0853,3238071.937,-0.4456176,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4456176,-0.4
"1594","2092","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295420.6395,3238071.356,-0.4422648,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4422648,-0.4
"1595","2093","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295420.4312,3238070.879,-0.4425696,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4425696,-0.4
"1596","2094","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295419.1826,3238070.26,-0.4748784,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4748784,-0.4
"1597","2095","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295418.6807,3238069.852,-0.4111752,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4111752,-0.4
"1598","2096","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295418.2076,3238069.603,-0.4959096,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4959096,-0.4
"1599","2097","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295417.3684,3238069.381,-0.5081016,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5081016,-0.5
"1600","2098","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295417.3526,3238068.349,-0.6733032,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.6733032,-0.6
"1601","2099","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295422.4385,3238062.849,-0.7662672,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7662672,-0.7
"1602","2100","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295422.8786,3238063.121,-0.5202936,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5202936,-0.5
"1603","2101","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295423.6267,3238063.381,-0.4779264,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4779264,-0.4
"1604","2102","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295424.0052,3238064.227,-0.4879848,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4879848,-0.4
"1605","2103","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295424.6941,3238064.371,-0.4696968,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4696968,-0.4
"1606","2104","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295425.4761,3238064.96,-0.5218176,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5218176,-0.5
"1607","2105","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295425.9802,3238065.417,-0.4078224,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4078224,-0.4
"1608","2106","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295426.7441,3238065.951,-0.435864,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.435864,-0.4
"1609","2107","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295427.4944,3238066.223,-0.4056888,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4056888,-0.4
"1610","2108","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295428.0296,3238066.783,-0.3910584,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3910584,-0.3
"1611","2109","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295428.5135,3238067.052,-0.417576,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.417576,-0.4
"1612","2110","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295429.3847,3238067.369,-0.48768,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.48768,-0.4
"1613","2111","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295430.0184,3238067.908,-0.7098792,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7098792,-0.7
"1614","2112","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295435.9616,3238062.095,-0.7446264,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7446264,-0.7
"1615","2113","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295435.6807,3238061.82,-0.4428744,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4428744,-0.4
"1616","2114","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295435.262,3238061.193,-0.4264152,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4264152,-0.4
"1617","2115","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295434.9318,3238060.721,-0.3944112,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3944112,-0.3
"1618","2116","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295434.4747,3238060.419,-0.438912,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.438912,-0.4
"1619","2117","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295433.8781,3238060.201,-0.466344,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.466344,-0.4
"1620","2118","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295433.2921,3238059.61,-0.4105656,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4105656,-0.4
"1621","2119","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295432.7056,3238059.112,-0.5321808,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5321808,-0.5
"1622","2120","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295432.349,3238058.75,-0.5007864,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5007864,-0.5
"1623","2121","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295431.8478,3238058.321,-0.5081016,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5081016,-0.5
"1624","2122","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295431.0654,3238057.856,-0.4879848,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4879848,-0.4
"1625","2123","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295430.8039,3238057.118,-0.4151376,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4151376,-0.4
"1626","2124","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295430.4929,3238056.5,-0.4477512,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4477512,-0.4
"1627","2125","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295429.3263,3238056.563,-0.4410456,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4410456,-0.4
"1628","2126","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295429.0959,3238055.996,-0.4736592,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4736592,-0.4
"1629","2127","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295428.8061,3238055.656,-0.7549896,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7549896,-0.7
"1630","2128","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295436.9198,3238046.826,-0.7516368,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7516368,-0.7
"1631","2129","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295437.5287,3238046.949,-0.5007864,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5007864,-0.5
"1632","2130","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295437.697,3238047.421,-0.4599432,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4599432,-0.4
"1633","2131","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295438.4283,3238047.605,-0.4767072,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4767072,-0.4
"1634","2132","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295439.3661,3238048.126,-0.455676,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.455676,-0.4
"1635","2133","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295439.7316,3238048.804,-0.4474464,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4474464,-0.4
"1636","2134","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295440.5282,3238049.176,-0.4986528,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4986528,-0.4
"1637","2135","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295441.2512,3238049.663,-0.48006,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.48006,-0.4
"1638","2136","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295442.2895,3238049.637,-0.4715256,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4715256,-0.4
"1639","2137","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295443.1272,3238049.867,-0.4818888,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4818888,-0.4
"1640","2138","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295443.694,3238050.41,-0.4764024,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4764024,-0.4
"1641","2139","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295444.4877,3238050.586,-0.4230624,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4230624,-0.4
"1642","2140","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295445.1625,3238050.796,-0.4477512,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4477512,-0.4
"1643","2141","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295444.8743,3238052.24,-0.7242048,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7242048,-0.7
"1644","2142","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295444.5716,3238051.982,-0.4623816,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4623816,-0.4
"1645","2143","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295444.0513,3238051.527,-0.5269992,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5269992,-0.5
"1646","2144","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295451.4273,3238044.444,-0.691896,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.691896,-0.6
"1647","2145","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295451.3197,3238044.302,-0.4940808,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4940808,-0.4
"1648","2146","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295450.5836,3238044.125,-0.4376928,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4376928,-0.4
"1649","2147","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295449.8202,3238043.861,-0.3968496,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3968496,-0.3
"1650","2148","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295448.9642,3238043.79,-0.4157472,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4157472,-0.4
"1651","2149","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295448.0528,3238043.472,-0.3950208,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3950208,-0.3
"1652","2150","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295447.7579,3238043.166,-0.4791456,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4791456,-0.4
"1653","2151","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295446.9287,3238042.477,-0.4855464,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4855464,-0.4
"1654","2152","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295445.9291,3238042.115,-0.4669536,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4669536,-0.4
"1655","2153","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295445.2248,3238041.626,-0.4575048,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4575048,-0.4
"1656","2154","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295444.5269,3238041.106,-0.475488,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.475488,-0.4
"1657","2155","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295443.8652,3238040.798,-0.4520184,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4520184,-0.4
"1658","2156","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295443.1828,3238040.953,-0.4596384,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4596384,-0.4
"1659","2157","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295442.9253,3238040.386,-0.7531608,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7531608,-0.7
"1660","2158","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295449.1394,3238032.777,-0.7778496,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7778496,-0.7
"1661","2159","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295449.802,3238032.87,-0.5553456,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5553456,-0.5
"1662","2160","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295450.5522,3238033.49,-0.416052,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.416052,-0.4
"1663","2161","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295451.3165,3238033.532,-0.438912,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.438912,-0.4
"1664","2162","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295451.8903,3238033.8,-0.4401312,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4401312,-0.4
"1665","2163","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295453.0967,3238033.964,-0.5285232,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5285232,-0.5
"1666","2164","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295453.8064,3238034.376,-0.5355336,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5355336,-0.5
"1667","2165","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295454.3864,3238034.507,-0.4437888,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4437888,-0.4
"1668","2166","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295455.3116,3238034.868,-0.5413248,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5413248,-0.5
"1669","2167","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295456.1372,3238035.1,-0.5580888,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5580888,-0.5
"1670","2168","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295456.5153,3238035.402,-0.452628,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.452628,-0.4
"1671","2169","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295457.2249,3238035.793,-0.4401312,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4401312,-0.4
"1672","2170","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295458.1519,3238036.186,-0.4468368,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4468368,-0.4
"1673","2171","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295458.9416,3238036.282,-0.4425696,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4425696,-0.4
"1674","2172","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295457.996,3238037.81,-0.71628,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.71628,-0.7
"1675","2173","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295457.2291,3238037.566,-0.5141976,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5141976,-0.5
"1676","2174","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295456.4026,3238036.842,-0.4248912,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4248912,-0.4
"1677","2175","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295455.7633,3238036.257,-0.4672584,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4672584,-0.4
"1678","2176","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295463.2621,3238031.916,-0.7546848,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7546848,-0.7
"1679","2177","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295463.0913,3238031.481,-0.4270248,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4270248,-0.4
"1680","2178","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295462.4038,3238030.963,-0.4334256,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4334256,-0.4
"1681","2179","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295461.7859,3238030.603,-0.5446776,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5446776,-0.5
"1682","2180","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295461.4308,3238030.066,-0.3913632,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3913632,-0.3
"1683","2181","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295460.7852,3238029.57,-0.5065776,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5065776,-0.5
"1684","2182","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295459.9728,3238028.57,-0.5352288,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5352288,-0.5
"1685","2183","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295458.6957,3238028.146,-0.4255008,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4255008,-0.4
"1686","2184","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295458.4074,3238027.154,-0.5361432,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5361432,-0.5
"1687","2185","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295457.7893,3238026.741,-0.4532376,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4532376,-0.4
"1688","2186","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295456.9675,3238026.486,-0.4721352,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4721352,-0.4
"1689","2187","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295456.723,3238025.556,-0.4751832,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4751832,-0.4
"1690","2188","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295456.0433,3238025.21,-0.4953,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4953,-0.4
"1691","2189","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295455.6147,3238024.599,-0.8897112,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8897112,-0.8
"1692","2190","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295457.207,3238022.119,-0.7949184,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7949184,-0.7
"1693","2191","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295457.5553,3238022.54,-0.4468368,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4468368,-0.4
"1694","2192","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295458.6827,3238022.553,-0.4501896,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4501896,-0.4
"1695","2193","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295459.1625,3238022.99,-0.5175504,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5175504,-0.5
"1696","2194","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295460.2147,3238023.873,-0.5352288,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5352288,-0.5
"1697","2195","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295461.2855,3238024.83,-0.5766816,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5766816,-0.5
"1698","2196","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295462.0223,3238025.441,-0.5961888,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5961888,-0.5
"1699","2197","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295462.8058,3238025.996,-0.5404104,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5404104,-0.5
"1700","2198","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295463.6168,3238026.303,-0.4520184,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4520184,-0.4
"1701","2199","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295464.2101,3238026.845,-0.4858512,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4858512,-0.4
"1702","2200","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295464.7505,3238027.128,-0.4645152,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4645152,-0.4
"1703","2201","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295465.1126,3238027.692,-0.4620768,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4620768,-0.4
"1704","2202","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295465.3824,3238028.344,-0.4303776,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4303776,-0.4
"1705","2203","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295465.7959,3238028.619,-0.752856,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.752856,-0.7
"1706","2204","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295474.0169,3238019.858,-0.9217152,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.9217152,-0.9
"1707","2205","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295473.8042,3238019.542,-0.5373624,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5373624,-0.5
"1708","2206","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295473.5006,3238018.943,-0.58674,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.58674,-0.5
"1709","2207","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295473.1298,3238019.317,-0.4614672,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4614672,-0.4
"1710","2208","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295472.781,3238018.308,-0.469392,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.469392,-0.4
"1711","2209","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295472.0255,3238018.07,-0.4447032,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4447032,-0.4
"1712","2210","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295471.3274,3238017.811,-0.48006,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.48006,-0.4
"1713","2211","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295470.5072,3238017.965,-0.490728,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.490728,-0.4
"1714","2212","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295469.7984,3238017.381,-0.5535168,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5535168,-0.5
"1715","2213","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295468.759,3238016.5,-0.5138928,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5138928,-0.5
"1716","2214","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295468.433,3238015.986,-0.5199888,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5199888,-0.5
"1717","2215","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295468.0665,3238015.571,-0.5727192,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5727192,-0.5
"1718","2216","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295467.2636,3238014.863,-0.5465064,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5465064,-0.5
"1719","2217","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295466.6154,3238014.095,-0.5123688,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5123688,-0.5
"1720","2218","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295466.3535,3238013.627,-0.5370576,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5370576,-0.5
"1721","2219","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295466.0014,3238013.26,-0.8729472,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8729472,-0.8
"1722","2220","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295475.6893,3238004.057,-0.9256776,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.9256776,-0.9
"1723","2221","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295476.1619,3238004.32,-0.5870448,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5870448,-0.5
"1724","2222","9/17/2018",2018,9,17,"LC","O","12","LCO12",-999,-999,295477.1524,3238004.614,-0.5108448,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5108448,-0.5
