field_point,easting,northing,elev_m,date,year,month,day,locality,site,bar,station,transect,tran_length,collector,type,gear
LTI5-2-6,298812.802,3239339.364,-0.921,1/24/2019,2019,1,24,LT,I,5,LTI5,2,15,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-7,298815.296,3239339.494,-0.998,1/24/2019,2019,1,24,LT,I,5,LTI5,2,17.5,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-8,298816.816,3239339.605,-1.177,1/24/2019,2019,1,24,LT,I,5,LTI5,2,18.75,UF,REEF,TRIMBLE_5800_RTK
LTI6-0,298778.793,3239323.481,-0.935,1/24/2019,2019,1,24,LT,I,6,LTI6,1,0,UF,REEF,TRIMBLE_5800_RTK
LTI6-1,298781.234,3239323.376,-0.746,1/24/2019,2019,1,24,LT,I,6,LTI6,1,2.5,UF,REEF,TRIMBLE_5800_RTK
LTI6-2,298783.716,3239323.541,-0.546,1/24/2019,2019,1,24,LT,I,6,LTI6,1,5,UF,REEF,TRIMBLE_5800_RTK
LTI6-3,298786.199,3239323.398,-0.516,1/24/2019,2019,1,24,LT,I,6,LTI6,1,7.5,UF,REEF,TRIMBLE_5800_RTK
LTI6-4,298788.688,3239323.274,-0.513,1/24/2019,2019,1,24,LT,I,6,LTI6,1,10,UF,REEF,TRIMBLE_5800_RTK
LTI6-5,298791.175,3239323.228,-0.538,1/24/2019,2019,1,24,LT,I,6,LTI6,1,12.5,UF,REEF,TRIMBLE_5800_RTK
LTI6-6,298793.633,3239323.069,-0.737,1/24/2019,2019,1,24,LT,I,6,LTI6,1,15,UF,REEF,TRIMBLE_5800_RTK
LTI6-7,298796.169,3239323.139,-0.889,1/24/2019,2019,1,24,LT,I,6,LTI6,1,17.5,UF,REEF,TRIMBLE_5800_RTK
LTI6-8,298797.703,3239323.133,-0.983,1/24/2019,2019,1,24,LT,I,6,LTI6,1,18.87,UF,REEF,TRIMBLE_5800_RTK
WQ3,297484.349,3236190.212,-1.387,10/25/2018,2018,10,25,LC,O,-999,N_A,-999,-999,UF,WATER_BOTTOM,TRIMBLE_5800_RTK
417,294351.8956,3239295.651,-0.8119872,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
418,294352.5786,3239294.853,-0.7431024,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
419,294349.9386,3239294.613,-0.3989832,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
420,294351.9362,3239294.257,-0.5391912,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
421,294351.994,3239293.896,-0.5428488,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
422,294350.9514,3239293.59,-0.5861304,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
423,294350.7352,3239293.188,-0.5602224,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
424,294349.8702,3239292.912,-0.5690616,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
425,294349.1125,3239292.283,-0.6163056,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
426,294348.5503,3239291.837,-0.5141976,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
427,294347.5579,3239291.607,-0.5081016,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
428,294346.0292,3239291.568,-0.528828,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
429,294345.4528,3239291.075,-0.5788152,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
430,294345.0006,3239290.583,-0.516636,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
431,294344.7198,3239289.906,-0.5276088,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
432,294344.5097,3239289.57,-0.7784592,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
433,294354.7632,3239274.807,-0.762,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
434,294355.0279,3239275.045,-0.5352288,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
435,294355.5578,3239275.483,-0.5199888,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
436,294356.0536,3239275.468,-0.5017008,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
437,294356.4276,3239275.852,-0.5358384,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
438,294357.083,3239276.472,-0.4224528,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
439,294358.1028,3239276.563,-0.4956048,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
440,294359.559,3239277.356,-0.4410456,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
441,294358.7627,3239276.767,-0.585216,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
442,294360.1437,3239277.039,-0.5312664,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
443,294360.5562,3239277.256,-0.4629912,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
444,294361.0541,3239277.523,-0.4547616,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
445,294361.6542,3239277.478,-0.4651248,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
446,294361.9068,3239277.889,-0.3892296,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
447,294362.7861,3239278.169,-0.417576,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
448,294363.3191,3239278.539,-0.6227064,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
449,294362.3579,3239279.679,-0.6419088,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
450,294361.9528,3239279.564,-0.387096,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
451,294361.1147,3239279.302,-0.458724,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
452,294360.8924,3239278.896,-0.4690872,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
453,294360.6952,3239278.722,-0.5026152,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
454,294366.3527,3239273.259,-0.6653784,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
455,294365.9908,3239273.212,-0.4736592,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
456,294365.5469,3239273.029,-0.3989832,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
457,294365.0579,3239272.802,-0.4108704,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
458,294364.4684,3239272.768,-0.481584,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
459,294363.958,3239272.467,-0.531876,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
460,294363.5993,3239272.268,-0.5483352,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
461,294363.1122,3239272.013,-0.5084064,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
462,294362.6038,3239272.098,-0.5489448,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
463,294361.7988,3239271.917,-0.5401056,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
464,294362.0828,3239271.01,-0.5327904,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
465,294361.6309,3239270.861,-0.521208,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
466,294361.1483,3239270.85,-0.5931408,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
467,294360.7176,3239270.561,-0.477012,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
468,294360.1602,3239270.543,-0.5175504,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
469,294359.5578,3239270.105,-0.5583936,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
470,294359.2724,3239269.987,-0.5769864,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
471,294358.7683,3239269.421,-0.4764024,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
472,294358.2453,3239269.646,-0.560832,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
473,294358.2034,3239268.74,-0.5361432,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
474,294357.951,3239268.743,-0.8668512,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
475,294373.2386,3239244.796,-0.5544312,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
476,294373.9063,3239245.528,-0.3334512,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
477,294375.8235,3239245.732,-0.2764536,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
478,294376.7836,3239246.249,-0.2505456,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
479,294379.7715,3239247.716,-0.3797808,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
480,294373.7015,3239244.825,-0.492252,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
481,294375.3299,3239245.223,-0.4520184,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
482,294377.0888,3239245.831,-0.4696968,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
483,294378.8609,3239246.785,-0.4953,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
484,294379.9524,3239247.312,-0.4791456,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
485,294381.2849,3239247.61,-0.4901184,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
486,294381.9685,3239248.456,-0.481584,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
487,294380.7093,3239247.813,-0.3557016,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
488,294383.2622,3239244.17,-0.5574792,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
489,294381.6801,3239242.734,-0.545592,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
490,294380.9187,3239242.096,-0.51816,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
491,294379.9105,3239241.155,-0.4913376,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
492,294379.042,3239240.247,-0.428244,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
493,294377.8067,3239239.084,-0.4364736,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
494,294377.0992,3239238.379,-0.4379976,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
495,294375.9309,3239240.132,-0.345948,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,GS,
496,294376.9185,3239241.277,-0.3998976,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,DANIEL_GORE,ROCK TOP,
497,294406.7855,3239185.346,-0.59436,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
498,294405.9978,3239184.915,-0.6531864,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
499,294405.6782,3239184.611,-0.435864,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
736,294405.2584,3239184.43,-0.4087368,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
737,294404.8292,3239184.207,-0.4489704,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
738,294404.1669,3239183.93,-0.3121152,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
739,294403.4221,3239183.706,-0.3919728,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
740,294402.611,3239183.46,-0.4212336,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
741,294402.0511,3239183.467,-0.4126992,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
742,294401.2777,3239183.137,-0.3968496,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
743,294400.3885,3239182.704,-0.4120896,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
744,294400.1664,3239182.357,-0.4736592,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
745,294399.7481,3239181.885,-0.4172712,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
746,294399.1192,3239181.881,-0.35814,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
747,294398.3723,3239181.557,-0.5782056,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
748,294397.7579,3239181.281,-0.5873496,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
749,294398.7034,3239180.565,-0.5961888,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
750,294399.312,3239180.86,-0.4364736,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
751,294403.2968,3239170.608,-0.7001256,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
752,294403.3637,3239193.503,-0.6458712,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
753,294402.8383,3239193.555,-0.4142232,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
754,294402.3379,3239192.89,-0.486156,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
755,294401.2697,3239192.267,-0.5041392,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
756,294400.0973,3239191.726,-0.4943856,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
757,294399.385,3239191.806,-0.4645152,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
758,294398.5777,3239191.366,-0.4797552,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
759,294397.4409,3239191.213,-0.4608576,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
760,294396.7525,3239190.91,-0.414528,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
761,294396.177,3239190.273,-0.460248,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
762,294395.6489,3239189.816,-0.428244,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
763,294395.1461,3239189.306,-0.4224528,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
764,294394.4744,3239188.752,-0.5279136,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
765,294394.2406,3239188.572,-0.5803392,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
766,294397.0928,3239183.714,-0.597408,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
767,294398.0331,3239183.812,-0.5352288,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
768,294398.7945,3239184.193,-0.5209032,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
769,294399.9275,3239184.331,-0.5324856,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
770,294400.577,3239184.899,-0.4959096,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
771,294401.3097,3239185.07,-0.5193792,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
772,294402.5259,3239185.6,-0.4501896,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
773,294403.4698,3239185.827,-0.5117592,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
774,294403.9272,3239186.169,-0.443484,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
775,294404.8251,3239186.728,-0.4264152,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
776,294405.4276,3239187.006,-0.7205472,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
777,294410.6631,3239175.276,-0.67056,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
778,294410.3562,3239175.317,-0.4928616,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
779,294409.7956,3239174.523,-0.4623816,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
780,294409.0089,3239174.281,-0.4776216,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
781,294408.3096,3239173.783,-0.4934712,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
782,294407.5061,3239173.455,-0.5361432,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
783,294407.0512,3239172.88,-0.5065776,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
784,294406.5165,3239172.479,-0.5666232,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
785,294405.4644,3239172.316,-0.4949952,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
786,294404.6952,3239171.982,-0.4791456,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
787,294404.3173,3239171.916,-0.5114544,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
788,294403.8912,3239171.708,-0.7296912,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
789,294409.5488,3239155.975,-0.7495032,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
790,294410.0305,3239155.871,-0.5087112,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
791,294410.5554,3239156.088,-0.560832,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
792,294411.2995,3239156.235,-0.557784,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
793,294412.2072,3239156.517,-0.4407408,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
794,294412.9835,3239156.678,-0.4782312,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
795,294413.7221,3239157.111,-0.5154168,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
796,294414.4574,3239157.621,-0.4154424,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
797,294415.7778,3239158.249,-0.5376672,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
798,294416.4267,3239159.025,-0.5126736,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
799,294417.0344,3239159.298,-0.460248,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
800,294417.8141,3239159.695,-0.4818888,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
801,294418.223,3239159.927,-0.7949184,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
802,294422.3606,3239151.883,-0.7860792,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
803,294421.4259,3239151.54,-0.4273296,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
804,294420.6111,3239151.01,-0.3877056,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
805,294419.7705,3239150.73,-0.4492752,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
806,294419.1941,3239150.235,-0.4081272,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
807,294418.5844,3239149.839,-0.469392,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
808,294418.1728,3239149.225,-0.52578,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
809,294417.4,3239149.035,-0.490728,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
810,294417.0516,3239148.431,-0.4818888,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
811,294416.3119,3239148.122,-0.5114544,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
812,294415.6361,3239147.828,-0.475488,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
813,294414.5997,3239146.906,-0.5056632,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
814,294413.6748,3239146.579,-0.4471416,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
815,294412.7099,3239147.701,-0.7031736,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
816,294413.0785,3239147.928,-0.4370832,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
817,294415.1908,3239143.375,-0.8314944,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
818,294415.7623,3239143.509,-0.490728,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
819,294416.4355,3239143.923,-0.5163312,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
820,294417.4226,3239144.324,-0.5785104,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
821,294418.1768,3239144.404,-0.5733288,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
822,294418.6023,3239145.111,-0.5355336,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
823,294419.212,3239145.407,-0.4919472,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
824,294419.7416,3239145.424,-0.4669536,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
825,294420.4517,3239145.66,-0.4806696,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
826,294421.0692,3239146.214,-0.4794504,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
827,294421.5778,3239146.341,-0.5007864,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
828,294422.1374,3239146.267,-0.562356,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
829,294422.95,3239146.368,-0.3800856,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
830,294423.6128,3239146.989,-0.428244,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
831,294424.315,3239147.407,-0.513588,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
832,294424.7762,3239147.439,-0.7415784,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
833,294426.5744,3239142.807,-0.7351776,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,GS,
834,294425.8787,3239142.544,-0.5017008,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,DANIEL_GORE,ROCK TOP,
