field_pt,date,year,month,day,locality,site,bar,station,transect,tran_length,easting,northing,elev_m,collector,type,gear
1421,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294866.0962,3238718.291,-0.4261104,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1422,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294865.7387,3238718.007,-0.4818888,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1423,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294865.0801,3238717.52,-0.4483608,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1424,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294864.5403,3238717.139,-0.414528,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1425,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294864.1233,3238716.63,-0.4611624,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1426,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294863.6456,3238716.38,-0.4166616,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1427,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294863.3089,3238715.856,-0.4230624,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1428,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294862.5345,3238715.626,-0.4428744,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1429,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294862.0105,3238715.199,-0.3837432,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1430,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294861.367,3238714.942,-0.6092952,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1431,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294864.8162,3238708.422,-0.5727192,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1432,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294864.8519,3238708.826,-0.4590288,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1433,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294865.4155,3238709.067,-0.44196,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1434,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294865.5829,3238709.431,-0.4105656,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1435,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294866.1261,3238709.975,-0.4291584,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1436,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294866.5518,3238710.281,-0.4291584,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1437,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294866.6979,3238710.858,-0.4227576,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1438,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294867.1343,3238711.422,-0.48006,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1439,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294867.4796,3238711.914,-0.4916424,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1440,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294867.9532,3238712.508,-0.4474464,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1441,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294868.6028,3238713.039,-0.467868,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1442,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294869.086,3238713.371,-0.5017008,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1443,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294869.8092,3238713.533,-0.4645152,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1444,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294869.9976,3238714.004,-0.417576,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1445,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294870.6102,3238714.492,-0.409956,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1446,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294871.0225,3238714.73,-0.4690872,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1447,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294871.0178,3238715.672,-0.416052,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1448,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294871.5607,3238716.246,-0.6806184,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1449,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294875.8137,3238707.654,-0.6211824,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1450,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294875.3653,3238707.256,-0.3904488,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1451,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294874.5632,3238706.574,-0.3986784,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1452,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294873.9772,3238706.27,-0.394716,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1453,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294873.5776,3238705.774,-0.4148328,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1454,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294872.7158,3238705.445,-0.4361688,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1455,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294872.4911,3238704.835,-0.4300728,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1456,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294872.0583,3238704.441,-0.4803648,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1457,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294871.6618,3238704.198,-0.4172712,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1458,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294871.1202,3238703.853,-0.4562856,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1459,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294870.9873,3238703.32,-0.4773168,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1460,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294870.1677,3238703.036,-0.3938016,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1461,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294869.7156,3238702.534,-0.391668,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1462,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294869.1999,3238702.394,-0.393192,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1463,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294869.0581,3238701.815,-0.3934968,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1464,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294868.6275,3238701.689,-0.4834128,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1465,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294868.9817,3238700.578,-0.3797808,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1466,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294868.6839,3238699.766,-0.5833872,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1467,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294873.3178,3238691.08,-0.5711952,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1468,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294873.8467,3238691.52,-0.455676,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1469,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294874.6247,3238692.137,-0.4703064,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1470,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294875.5818,3238692.808,-0.4108704,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1471,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294876.08,3238693.073,-0.3742944,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1472,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294876.6573,3238693.393,-0.3956304,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1473,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294877.0246,3238693.491,-0.4047744,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1474,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294877.316,3238693.784,-0.3928872,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1475,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294877.8022,3238694.069,-0.4111752,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1476,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294878.394,3238694.231,-0.387096,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1477,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294878.9897,3238694.488,-0.3950208,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1478,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294879.4372,3238694.743,-0.4050792,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1479,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.1526,3238695.198,-0.4224528,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1480,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.7859,3238695.546,-0.4547616,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1481,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.2558,3238695.959,-0.4355592,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1482,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.8364,3238696.122,-0.4471416,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1483,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294882.3198,3238696.508,-0.3913632,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1484,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294882.9071,3238697.001,-0.5568696,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1485,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.6894,3238698.72,-0.5687568,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1486,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.9402,3238697.972,-0.5300472,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1487,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.6553,3238697.559,-0.438912,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1488,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.2454,3238696.962,-0.4285488,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1489,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294879.7528,3238696.391,-0.460248,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1490,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294886.1043,3238688.495,-0.5964936,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1491,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.3344,3238688.356,-0.4437888,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1492,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.1156,3238687.76,-0.44958,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1493,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294884.4366,3238687.633,-0.3910584,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1494,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294883.7961,3238687.014,-0.409956,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1495,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294883.2187,3238686.471,-0.425196,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1496,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294882.9112,3238685.843,-0.393192,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1497,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294882.1134,3238685.581,-0.3785616,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1498,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.5203,3238685.345,-0.4142232,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1499,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.9527,3238684.833,-0.4242816,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1500,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.4939,3238684.224,-0.4075176,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1501,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294879.6694,3238683.592,-0.4553712,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1502,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294878.6864,3238683.02,-0.626364,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1503,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.3755,3238680.749,-0.6196584,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1504,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.669,3238680.922,-0.3633216,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1505,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.0871,3238681.044,-0.4401312,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1506,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.7599,3238680.988,-0.4203192,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1507,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.7027,3238681.639,-0.4102608,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1508,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294882.165,3238681.91,-0.422148,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1509,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294882.6651,3238682.002,-0.4062984,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1510,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294883.2941,3238682.485,-0.4044696,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1511,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294884.0616,3238682.948,-0.3727704,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1512,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294884.707,3238683.422,-0.3910584,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1513,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.3827,3238683.834,-0.4294632,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1514,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.8211,3238684.451,-0.4148328,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1515,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294886.2081,3238684.934,-0.420624,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1516,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294886.8747,3238685.148,-0.4255008,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1517,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294887.6515,3238685.552,-0.4757928,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1518,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294888.3607,3238686.006,-0.6419088,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1519,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294890.9599,3238683.787,-0.6013704,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1520,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294890.3814,3238683.513,-0.4011168,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1521,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294889.7563,3238682.987,-0.3925824,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1522,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294889.2233,3238682.679,-0.3831336,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1523,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294888.9642,3238682.209,-0.3922776,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1524,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294888.2654,3238681.767,-0.364236,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1525,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294887.3451,3238681.26,-0.4245864,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1526,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294886.6436,3238681.359,-0.423672,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1527,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294886.1694,3238681.05,-0.42672,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1528,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.6868,3238681.148,-0.4492752,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1529,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.212,3238680.907,-0.4087368,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1530,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294884.483,3238681.001,-0.391668,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1531,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294883.8394,3238680.882,-0.3806952,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1532,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294883.0064,3238680.418,-0.4126992,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1533,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294882.3699,3238679.883,-0.4696968,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1534,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294881.4043,3238679.676,-0.515112,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1535,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294880.5979,3238679.657,-0.4821936,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1536,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294879.4155,3238679.412,-0.623316,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1537,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.6096,3238675.566,-0.5736336,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1538,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294885.9971,3238675.83,-0.381,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1539,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294886.7233,3238676.593,-0.3813048,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1540,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294887.1137,3238676.942,-0.3928872,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1541,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294887.8448,3238677.566,-0.4062984,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1542,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294888.3512,3238678.465,-0.3898392,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1543,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294888.8884,3238679.046,-0.3938016,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1544,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294889.4408,3238679.658,-0.4437888,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1545,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294891.1519,3238669.542,-0.7190232,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1546,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294891.734,3238670.095,-0.5154168,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1547,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294892.6449,3238670.571,-0.5007864,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1548,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294893.0634,3238671.135,-0.516636,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1549,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294893.405,3238671.591,-0.5559552,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1550,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294893.8564,3238672.084,-0.5248656,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1551,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294894.5551,3238672.734,-0.4888992,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1552,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294895.1217,3238673.192,-0.467868,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1553,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294895.6654,3238673.678,-0.40386,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1554,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294896.1715,3238674.113,-0.4757928,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1555,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294896.8663,3238674.412,-0.4014216,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1556,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294897.4197,3238675.152,-0.451104,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1557,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,294897.5547,3238676.354,-0.6845808,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1559,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295202.5723,3238387.23,-1.1119104,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1560,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295201.8117,3238387.436,-0.5184648,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1561,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295201.0092,3238387.199,-0.5084064,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1562,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295200.5669,3238386.806,-0.4916424,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1563,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295199.844,3238386.854,-0.5629656,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1564,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295199.034,3238386.414,-0.5919216,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1565,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295198.493,3238385.854,-0.5178552,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1566,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295198.2392,3238385.111,-0.5779008,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1567,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295198.4662,3238384.744,-0.4715256,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1568,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295197.9555,3238384.235,-0.5300472,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1569,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295197.5441,3238384.314,-0.52578,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1570,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295196.7381,3238384.204,-0.4946904,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1571,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295195.4131,3238383.93,-0.5340096,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1572,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295195.1686,3238383.568,-0.530352,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
1573,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295194.7791,3238382.894,-1.046988,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1574,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295185.1987,3238391.906,-0.89916,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1575,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295185.4149,3238391.993,-0.5157216,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
1576,9/17/2018,2018,9,17,LC,O,10B,LCO10B,-999,-999,295185.673,3238392.695,-0.5727192,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
