field_pt,date,year,month,day,locality,site,bar,station,transect,tran_length,easting,northing,elev_m,collector,type,gear
PC2424,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296308.3903,3236300.745,-1.603248,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2425,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296309.189,3236294.681,-1.694688,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2426,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296309.9784,3236288.59,-1.725168,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2427,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296310.841,3236282.508,-1.816608,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2428,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296311.7156,3236276.413,-1.847088,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2429,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296312.914,3236270.388,-1.816608,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2430,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296314.0942,3236264.383,-1.786128,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2431,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296315.9403,3236258.533,-1.755648,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2432,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296317.053,3236252.469,-1.847088,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2433,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296318.786,3236246.578,-1.908048,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2434,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296320.2168,3236240.643,-1.969008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2435,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296320.0139,3236234.368,-1.908048,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2436,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296320.8001,3236228.265,-1.78308,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2437,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296320.9419,3236222.018,-1.72212,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2438,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296322.1131,3236216.033,-1.63068,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2439,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296323.8735,3236210.138,-1.53924,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2440,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296324.901,3236204.091,-1.47828,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2441,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296326.6153,3236198.16,-1.47828,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2442,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296327.1728,3236192.044,-1.41732,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2443,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296328.948,3236186.109,-1.38684,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2444,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296329.9604,3236180.074,-1.38684,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2445,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296331.6715,3236174.13,-1.38684,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2446,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296333.7646,3236168.284,-1.38684,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2447,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296335.1524,3236162.313,-1.38684,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2448,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296336.0212,3236156.249,-1.41732,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2449,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296335.8974,3236149.956,-1.41732,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2450,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296336.7872,3236143.849,-1.505712,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2451,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296337.1611,3236137.654,-1.536192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2452,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296339.3553,3236131.869,-1.475232,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2453,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296341.4484,3236126.035,-1.475232,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2454,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296343.7001,3236120.206,-1.444752,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2455,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296344.8468,3236114.206,-1.414272,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2456,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296344.7721,3236107.946,-1.383792,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2457,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296345.0786,3236101.716,-1.322832,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2458,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296346.326,3236095.715,-1.322832,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2459,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296348.1841,3236089.844,-1.292352,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2463,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296578.9988,3235583.585,-0.996696,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2465,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296589.7913,3235577.01,-1.210056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2466,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296594.7441,3235573.37,-1.240536,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2467,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296598.1518,3235567.992,-1.301496,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2468,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296602.2496,3235563.455,-1.240536,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2469,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296607.0912,3235559.649,-1.179576,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2470,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296611.6846,3235555.336,-1.118616,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2471,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296616.4151,3235551.367,-1.118616,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2472,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296621.1183,3235547.406,-1.088136,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2473,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296625.4802,3235543.108,-1.057656,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2474,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296630.3459,3235539.274,-1.027176,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2477,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296643.6595,3235526.645,-1.024128,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2478,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296648.3903,3235522.715,-1.024128,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2479,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296652.5298,3235518.074,-1.085088,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2483,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296629.8293,3235529.454,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2484,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296624.9758,3235533.297,-1.05156,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2485,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296620.4884,3235537.536,-1.05156,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2486,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296616.5939,3235542.309,-1.05156,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2487,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296612.8411,3235547.251,-1.11252,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2488,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296608.2177,3235551.269,-1.143,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2489,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296603.7887,3235555.568,-1.17348,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2490,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296599.4876,3235560.204,-1.23444,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2491,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296594.3196,3235563.632,-1.26492,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2492,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296589.398,3235567.347,-1.20396,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2493,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296584.7964,3235571.422,-1.11252,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2494,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296580.0721,3235575.407,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2495,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296576.178,3235580.226,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2496,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296571.3055,3235583.983,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2497,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296567.1186,3235588.433,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2498,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296562.7998,3235592.786,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2499,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296558.6043,3235597.293,-0.9906,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2501,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296588.4881,3235589.326,-1.09728,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2502,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296593.4407,3235585.669,-1.18872,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2503,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296598.0633,3235581.563,-1.28016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2504,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296602.3049,3235577.095,-1.307592,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2505,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296605.762,3235571.783,-1.277112,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2506,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296610.1237,3235567.454,-1.277112,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2507,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296614.4666,3235563.079,-1.216152,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2508,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296619.28,3235559.176,-1.185672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2509,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296624.6816,3235555.987,-1.155192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2510,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296629.3078,3235551.93,-1.155192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2511,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296633.1866,3235547.105,-1.124712,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2512,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296637.0349,3235542.278,-1.091184,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2513,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296641.3266,3235537.605,-1.030224,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2514,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296646.0666,3235533.681,-1.060704,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2515,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296650.6656,3235529.655,-1.060704,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2516,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296655.4148,3235525.734,-1.091184,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2517,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296660.1305,3235521.822,-1.182624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2523,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296744.8772,3235324.938,-1.146048,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2524,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296747.9343,3235319.185,-1.146048,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2525,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296750.4624,3235313.603,-1.237488,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2526,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296752.632,3235307.79,-1.26492,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2527,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296753.4757,3235301.287,-1.26492,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2528,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296756.2151,3235295.816,-1.2954,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2529,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296760.7488,3235291.291,-1.41732,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2530,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296764.1681,3235286.183,-1.50876,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2531,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296767.1333,3235280.741,-1.47828,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2532,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296773.7888,3235276.249,-1.536192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2533,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296770.9942,3235281.681,-1.505712,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2534,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296769.336,3235287.758,-1.536192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2535,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296766.5813,3235293.222,-1.475232,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2536,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296764.3319,3235298.96,-1.383792,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2537,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296762.5178,3235304.987,-1.383792,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2538,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296760.18,3235310.728,-1.292352,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2539,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296757.9122,3235316.454,-1.383792,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2540,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296754.6589,3235321.718,-1.258824,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2541,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296751.1055,3235326.812,-1.228344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2542,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296747.6128,3235331.886,-1.136904,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2543,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296744.3528,3235337.071,-1.075944,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2544,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296741.8496,3235342.72,-0.984504,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2545,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296738.6348,3235348.207,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2546,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296734.9435,3235353.216,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2547,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296726.8602,3235341.132,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2548,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296729.8202,3235335.796,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2549,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296730.8845,3235329.41,-0.950976,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2550,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296733.2962,3235323.757,-1.011936,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2551,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296736.6266,3235318.604,-1.042416,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2552,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296740.8571,3235313.914,-1.072896,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2553,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296743.064,3235308.185,-1.133856,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2554,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296745.4205,3235302.505,-1.194816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2555,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296749.3657,3235297.597,-1.225296,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2556,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296752.8577,3235292.443,-1.255776,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2557,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296754.8954,3235286.546,-1.347216,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2558,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296758.1182,3235281.272,-1.499616,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2559,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296762.3022,3235276.488,-1.530096,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2560,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296764.9154,3235270.878,-1.530096,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2562,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296024.2944,3236811.397,-1.24968,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2563,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296019.0344,3236815.462,-1.307592,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2564,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296016.9875,3236821.357,-1.429512,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2565,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296014.3466,3236826.939,-1.551432,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2566,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296010.836,3236832.053,-1.703832,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2567,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296007.1964,3236837.053,-1.978152,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2568,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296004.6228,3236842.656,-2.252472,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2569,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,296002.1774,3236848.292,-2.191512,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2570,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295999.4934,3236853.823,-1.277112,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2571,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295995.7195,3236858.799,-1.185672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2572,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295992.0645,3236863.778,-1.185672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2573,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295989.4201,3236869.306,-1.155192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2574,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295986.5952,3236874.755,-1.094232,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2575,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295984.3831,3236880.578,-1.124712,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2576,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295981.4908,3236885.989,-1.091184,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2580,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295969.2659,3236907.242,-1.030224,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2581,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295965.6401,3236899.213,-1.027176,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2582,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295967.9872,3236893.496,-0.996696,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2583,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295970.2054,3236887.67,-1.115568,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2584,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295973.9306,3236882.7,-1.146048,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2585,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295977.1536,3236877.47,-1.115568,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2586,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295980.989,3236872.554,-1.115568,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2587,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295985.226,3236867.906,-1.176528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2588,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295987.7173,3236862.3,-1.176528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2589,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295989.6937,3236856.36,-1.237488,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2590,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295991.5999,3236850.412,-1.816608,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2591,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295993.7565,3236844.511,-2.212848,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC2592,10/11/2017,2017,10,11,LC,O,N_A,N_A,-999,-999,295996.9889,3236839.307,-2.029968,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
