"","point","bar","station","date","POINT_X","POINT_Y","locality","site","elev_m"
"2017","PC2657",NA,NA,"10/11/2017 0:00",295907.419,3237238.577,"LC","O",-1.908048
"2018","PC2658",NA,NA,"10/11/2017 0:00",295907.647,3237244.937,"LC","O",-2.060448
"2019","PC2659",NA,NA,"10/11/2017 0:00",295890.952,3237237.794,"LC","O",-1.655064
"2020","PC266",NA,NA,"9/5/2017 0:00",294585.9617,3239005.795,"LC","O",-1.344168
"2021","PC2660",NA,NA,"10/11/2017 0:00",295891.3625,3237231.606,"LC","O",-1.298448
"2022","PC2661",NA,NA,"10/11/2017 0:00",295896.1159,3237226.389,"LC","O",-1.176528
"2023","PC2662",NA,NA,"10/11/2017 0:00",295898.9456,3237220.784,"LC","O",-1.155192
"2024","PC2663",NA,NA,"10/11/2017 0:00",295898.4851,3237214.335,"LC","O",-1.118616
"2025","PC2664",NA,NA,"10/11/2017 0:00",295899.6319,3237208.338,"LC","O",-1.09728
"2026","PC2665",NA,NA,"10/11/2017 0:00",295901.5936,3237202.466,"LC","O",-1.094232
"2027","PC2666",NA,NA,"10/11/2017 0:00",295904.6737,3237196.916,"LC","O",-1.069848
"2028","PC2667",NA,NA,"10/11/2017 0:00",295906.7793,3237191.113,"LC","O",-1.063752
"2029","PC2668",NA,NA,"10/11/2017 0:00",295906.8198,3237184.781,"LC","O",-1.091184
"2030","PC2669",NA,NA,"10/11/2017 0:00",295907.3557,3237178.637,"LC","O",-1.088136
"2031","PC267",NA,NA,"9/5/2017 0:00",294590.7348,3239009.668,"LC","O",-1.655064
"2032","PC2670",NA,NA,"10/11/2017 0:00",295908.6878,3237172.569,"LC","O",-1.088136
"2033","PC2671",NA,NA,"10/11/2017 0:00",295907.8369,3237166.087,"LC","O",-1.09728
"2034","PC2672",NA,NA,"10/11/2017 0:00",295907.6885,3237159.769,"LC","O",-1.109472
"2035","PC2673",NA,NA,"10/11/2017 0:00",295910.1852,3237154.081,"LC","O",-1.109472
"2036","PC2674",NA,NA,"10/11/2017 0:00",295912.2693,3237148.263,"LC","O",-1.121664
"2037","PC2675",NA,NA,"10/11/2017 0:00",295912.5143,3237141.969,"LC","O",-1.133856
"2038","PC2676",NA,NA,"10/11/2017 0:00",295913.9663,3237136.019,"LC","O",-1.161288
"2039","PC2677",NA,NA,"10/11/2017 0:00",295916.5639,3237130.357,"LC","O",-1.18872
"2040","PC2678",NA,NA,"10/11/2017 0:00",295917.9514,3237124.353,"LC","O",-1.213104
"2041","PC2679",NA,NA,"10/11/2017 0:00",295919.3697,3237118.384,"LC","O",-1.20396
"2042","PC268",NA,NA,"9/5/2017 0:00",294611.5996,3238989.634,"LC","O",-1.50876
"2043","PC2680",NA,NA,"10/11/2017 0:00",295921.396,3237112.582,"LC","O",-1.170432
"2044","PC2681",NA,NA,"10/11/2017 0:00",295922.5973,3237106.542,"LC","O",-1.143
"2045","PC2682",NA,NA,"10/11/2017 0:00",295922.5341,3237100.208,"LC","O",-1.124712
"2046","PC2683",NA,NA,"10/11/2017 0:00",295923.1151,3237093.994,"LC","O",-1.103376
"2047","PC2684",NA,NA,"10/11/2017 0:00",295924.9614,3237088.163,"LC","O",-1.109472
"2048","PC2685",NA,NA,"10/11/2017 0:00",295927.577,3237082.48,"LC","O",-1.100328
"2049","PC2686",NA,NA,"10/11/2017 0:00",295929.5872,3237076.567,"LC","O",-1.09728
"2050","PC2687",NA,NA,"10/11/2017 0:00",295931.1889,3237070.658,"LC","O",-1.094232
"2051","PC2688",NA,NA,"10/11/2017 0:00",295933.3033,3237064.824,"LC","O",-1.08204
"2052","PC2689",NA,NA,"10/11/2017 0:00",295935.1098,3237058.981,"LC","O",-1.091184
"2053","PC269",NA,NA,"9/5/2017 0:00",294608.8657,3238986.819,"LC","O",-1.597152
"2054","PC2690",NA,NA,"10/11/2017 0:00",295936.0732,3237052.928,"LC","O",-1.0668
"2055","PC2691",NA,NA,"10/11/2017 0:00",295935.9982,3237046.634,"LC","O",-1.060704
"2056","PC2692",NA,NA,"10/11/2017 0:00",295937.6822,3237040.718,"LC","O",-1.05156
"2057","PC2693",NA,NA,"10/11/2017 0:00",295939.0511,3237034.677,"LC","O",-1.048512
"2058","PC2696",NA,NA,"10/11/2017 0:00",295943.5397,3237048.441,"LC","O",-1.045464
"2059","PC2697",NA,NA,"10/11/2017 0:00",295943.4253,3237054.685,"LC","O",-1.075944
"2060","PC2698",NA,NA,"10/11/2017 0:00",295941.4877,3237060.533,"LC","O",-1.075944
"2061","PC2699",NA,NA,"10/11/2017 0:00",295937.4368,3237065.905,"LC","O",-1.106424
"2062","PC270",NA,NA,"9/5/2017 0:00",294606.7797,3238985.276,"LC","O",-1.353312
"2063","PC2700",NA,NA,"10/11/2017 0:00",295935.3534,3237071.815,"LC","O",-1.106424
"2064","PC2701",NA,NA,"10/11/2017 0:00",295935.1572,3237078.114,"LC","O",-1.106424
"2065","PC2702",NA,NA,"10/11/2017 0:00",295934.2249,3237084.24,"LC","O",-1.136904
"2066","PC2703",NA,NA,"10/11/2017 0:00",295933.0205,3237090.267,"LC","O",-1.106424
"2067","PC2704",NA,NA,"10/11/2017 0:00",295932.6742,3237096.482,"LC","O",-1.136904
"2068","PC2705",NA,NA,"10/11/2017 0:00",295930.7095,3237102.364,"LC","O",-1.133856
"2069","PC2706",NA,NA,"10/11/2017 0:00",295928.2774,3237108.121,"LC","O",-1.164336
"2070","PC2707",NA,NA,"10/11/2017 0:00",295927.3598,3237114.18,"LC","O",-1.164336
"2071","PC2708",NA,NA,"10/11/2017 0:00",295926.0485,3237120.184,"LC","O",-1.194816
"2072","PC2709",NA,NA,"10/11/2017 0:00",295924.5143,3237126.15,"LC","O",-1.255776
"2073","PC271",NA,NA,"9/5/2017 0:00",294603.282,3238980.121,"LC","O",-0.865632
"2074","PC2710",NA,NA,"10/11/2017 0:00",295923.3614,3237132.144,"LC","O",-1.133856
"2075","PC2711",NA,NA,"10/11/2017 0:00",295922.6639,3237138.283,"LC","O",-1.225296
"2076","PC2712",NA,NA,"10/11/2017 0:00",295921.5517,3237144.401,"LC","O",-1.164336
"2077","PC2713",NA,NA,"10/11/2017 0:00",295919.5715,3237150.255,"LC","O",-1.133856
"2078","PC2714",NA,NA,"10/11/2017 0:00",295916.7419,3237155.866,"LC","O",-1.194816
"2079","PC2715",NA,NA,"10/11/2017 0:00",295914.6028,3237161.667,"LC","O",-1.103376
"2080","PC2716",NA,NA,"10/11/2017 0:00",295914.2689,3237167.904,"LC","O",-1.103376
"2081","PC2717",NA,NA,"10/11/2017 0:00",295914.805,3237174.291,"LC","O",-1.042416
"2082","PC2718",NA,NA,"10/11/2017 0:00",295915.0087,3237180.66,"LC","O",-1.072896
"2083","PC2719",NA,NA,"10/11/2017 0:00",295912.0758,3237186.312,"LC","O",-1.072896
"2084","PC272",NA,NA,"9/5/2017 0:00",294601.1452,3238973.689,"LC","O",-0.804672
"2085","PC2720",NA,NA,"10/11/2017 0:00",295908.2477,3237191.725,"LC","O",-1.072896
"2086","PC2721",NA,NA,"10/11/2017 0:00",295906.2954,3237197.634,"LC","O",-1.103376
"2087","PC2722",NA,NA,"10/11/2017 0:00",295905.8513,3237203.813,"LC","O",-1.072896
"2088","PC2723",NA,NA,"10/11/2017 0:00",295905.1998,3237209.982,"LC","O",-1.133856
"2089","PC2724",NA,NA,"10/11/2017 0:00",295904.099,3237216.009,"LC","O",-1.133856
"2090","PC2725",NA,NA,"10/11/2017 0:00",295903.1878,3237222.11,"LC","O",-1.161288
"2091","PC2726",NA,NA,"10/11/2017 0:00",295902.2823,3237228.165,"LC","O",-1.313688
"2092","PC2727",NA,NA,"10/11/2017 0:00",295900.4886,3237234.076,"LC","O",-1.588008
"2093","PC2728",NA,NA,"10/11/2017 0:00",295896.3152,3237239.382,"LC","O",-1.953768
"2094","PC2729",NA,NA,"10/11/2017 0:00",295891.4486,3237244.551,"LC","O",-2.167128
"2095","PC273",NA,NA,"9/5/2017 0:00",294597.0605,3238969.042,"LC","O",-0.801624
"2096","PC2730",NA,NA,"10/11/2017 0:00",295890.5038,3237250.643,"LC","O",-1.984248
"2097","PC2731",NA,NA,"10/11/2017 0:00",295889.8946,3237256.766,"LC","O",-1.374648
"2098","PC2732",NA,NA,"10/11/2017 0:00",295893.821,3237224.653,"LC","O",-1.246632
"2099","PC2733",NA,NA,"10/11/2017 0:00",295892.8071,3237230.865,"LC","O",-1.307592
"2100","PC2734",NA,NA,"10/11/2017 0:00",295892.8781,3237237.037,"LC","O",-1.642872
"2101","PC2735",NA,NA,"10/11/2017 0:00",295893.0251,3237243.19,"LC","O",-2.161032
"2102","PC2736",NA,NA,"10/11/2017 0:00",295894.8687,3237249.194,"LC","O",-2.100072
"2103","PC2737",NA,NA,"10/11/2017 0:00",295898.11,3237255.038,"LC","O",-1.520952
"2104","PC2738",NA,NA,"10/11/2017 0:00",295898.9001,3237261.185,"LC","O",-1.307592
"2105","PC2739",NA,NA,"10/11/2017 0:00",295896.9118,3237267.503,"LC","O",-1.307592
"2106","PC274",NA,NA,"9/5/2017 0:00",294592.6557,3238964.745,"LC","O",-0.80772
"2107","PC2740",NA,NA,"10/11/2017 0:00",295896.9613,3237273.669,"LC","O",-1.185672
"2108","PC2741",NA,NA,"10/11/2017 0:00",295898.1345,3237279.694,"LC","O",-1.216152
"2109","PC2742",NA,NA,"10/11/2017 0:00",295898.9362,3237285.772,"LC","O",-1.216152
"2110","PC2743",NA,NA,"10/11/2017 0:00",295900.2286,3237291.836,"LC","O",-1.124712
"2111","PC2744",NA,NA,"10/11/2017 0:00",295900.7533,3237297.955,"LC","O",-1.094232
"2112","PC2745",NA,NA,"10/11/2017 0:00",295900.7935,3237304.106,"LC","O",-1.121664
"2113","PC2746",NA,NA,"10/11/2017 0:00",295900.1058,3237310.318,"LC","O",-1.152144
"2114","PC2747",NA,NA,"10/11/2017 0:00",295899.8323,3237316.484,"LC","O",-1.121664
"2115","PC2748",NA,NA,"10/11/2017 0:00",295899.6991,3237322.667,"LC","O",-1.152144
"2116","PC2749",NA,NA,"10/11/2017 0:00",295900.7079,3237328.724,"LC","O",-1.152144
"2117","PC275",NA,NA,"9/5/2017 0:00",294588.7709,3238959.941,"LC","O",-0.77724
"2118","PC2750",NA,NA,"10/11/2017 0:00",295902.0277,3237334.782,"LC","O",-1.152144
"2119","PC2751",NA,NA,"10/11/2017 0:00",295903.7495,3237340.8,"LC","O",-1.213104
"2120","PC2752",NA,NA,"10/11/2017 0:00",295905.7456,3237346.818,"LC","O",-1.487424
"2121","PC2753",NA,NA,"10/11/2017 0:00",295906.5532,3237352.871,"LC","O",-1.578864
"2122","PC2754",NA,NA,"10/11/2017 0:00",295905.9847,3237359.122,"LC","O",-1.365504
"2123","PC2755",NA,NA,"10/11/2017 0:00",295904.974,3237365.355,"LC","O",-1.274064
"2124","PC2756",NA,NA,"10/11/2017 0:00",295904.6156,3237371.573,"LC","O",-1.243584
"2125","PC2757",NA,NA,"10/11/2017 0:00",295905.3536,3237377.679,"LC","O",-1.182624
"2126","PC2758",NA,NA,"10/11/2017 0:00",295907.4132,3237383.642,"LC","O",-1.182624
"2127","PC2759",NA,NA,"10/11/2017 0:00",295907.0275,3237389.878,"LC","O",-1.213104
"2128","PC276",NA,NA,"9/5/2017 0:00",294584.626,3238955.376,"LC","O",-0.829056
"2129","PC2760",NA,NA,"10/11/2017 0:00",295906.7601,3237396.056,"LC","O",-1.149096
"2130","PC2761",NA,NA,"10/11/2017 0:00",295907.7174,3237402.142,"LC","O",-1.149096
"2131","PC2762",NA,NA,"10/11/2017 0:00",295908.2454,3237408.291,"LC","O",-1.088136
"2132","PC2763",NA,NA,"10/11/2017 0:00",295908.3647,3237414.417,"LC","O",-1.118616
"2133","PC2764",NA,NA,"10/11/2017 0:00",295910.1686,3237420.413,"LC","O",-1.057656
"2134","PC2765",NA,NA,"10/11/2017 0:00",295911.4242,3237426.45,"LC","O",-1.027176
"2135","PC2766",NA,NA,"10/11/2017 0:00",295912.1713,3237432.555,"LC","O",-0.966216
"2136","PC2767",NA,NA,"10/11/2017 0:00",295913.5424,3237438.564,"LC","O",-0.996696
"2137","PC2768",NA,NA,"10/11/2017 0:00",295912.7726,3237444.804,"LC","O",-0.935736
"2138","PC277",NA,NA,"9/5/2017 0:00",294579.5406,3238951.698,"LC","O",-0.874776
"2139","PC2771",NA,NA,"10/11/2017 0:00",295919.0844,3237425.382,"LC","O",-1.024128
"2140","PC2772",NA,NA,"10/11/2017 0:00",295918.7274,3237419.267,"LC","O",-1.115568
"2141","PC2773",NA,NA,"10/11/2017 0:00",295918.6686,3237413.092,"LC","O",-1.115568
"2142","PC2774",NA,NA,"10/11/2017 0:00",295917.5407,3237407.02,"LC","O",-1.146048
"2143","PC2775",NA,NA,"10/11/2017 0:00",295916.2759,3237400.971,"LC","O",-1.115568
"2144","PC2776",NA,NA,"10/11/2017 0:00",295915.6235,3237394.883,"LC","O",-1.17348
"2145","PC2777",NA,NA,"10/11/2017 0:00",295915.5766,3237388.675,"LC","O",-1.20396
"2146","PC2778",NA,NA,"10/11/2017 0:00",295915.5087,3237382.506,"LC","O",-1.20396
"2147","PC2779",NA,NA,"10/11/2017 0:00",295915.5903,3237376.351,"LC","O",-1.20396
"2148","PC278",NA,NA,"9/5/2017 0:00",294574.7305,3238947.764,"LC","O",-0.941832
"2149","PC2780",NA,NA,"10/11/2017 0:00",295914.6394,3237370.29,"LC","O",-1.23444
"2150","PC2781",NA,NA,"10/11/2017 0:00",295914.176,3237364.206,"LC","O",-1.26492
"2151","PC2782",NA,NA,"10/11/2017 0:00",295912.6372,3237358.208,"LC","O",-1.35636
"2152","PC2783",NA,NA,"10/11/2017 0:00",295911.0616,3237352.171,"LC","O",-1.56972
"2153","PC2784",NA,NA,"10/11/2017 0:00",295909.9676,3237346.127,"LC","O",-1.4478
"2154","PC2785",NA,NA,"10/11/2017 0:00",295908.2157,3237340.161,"LC","O",-1.2954
"2155","PC2786",NA,NA,"10/11/2017 0:00",295907.4963,3237334.08,"LC","O",-1.20396
"2156","PC2787",NA,NA,"10/11/2017 0:00",295908.3053,3237327.8,"LC","O",-1.20396
"2157","PC2788",NA,NA,"10/11/2017 0:00",295908.5022,3237321.58,"LC","O",-1.143
"2158","PC2789",NA,NA,"10/11/2017 0:00",295909.3789,3237315.363,"LC","O",-1.08204
"2159","PC279",NA,NA,"9/5/2017 0:00",294570.7311,3238943.113,"LC","O",-1.313688
"2160","PC2790",NA,NA,"10/11/2017 0:00",295908.9241,3237309.225,"LC","O",-1.08204
"2161","PC2791",NA,NA,"10/11/2017 0:00",295909.0451,3237303.033,"LC","O",-1.08204
"2162","PC2792",NA,NA,"10/11/2017 0:00",295908.6575,3237296.912,"LC","O",-1.139952
"2163","PC2793",NA,NA,"10/11/2017 0:00",295907.1123,3237290.866,"LC","O",-1.109472
"2164","PC2794",NA,NA,"10/11/2017 0:00",295906.4932,3237284.753,"LC","O",-1.170432
"2165","PC2795",NA,NA,"10/11/2017 0:00",295904.9467,3237278.563,"LC","O",-1.200912
"2166","PC2796",NA,NA,"10/11/2017 0:00",295904.0563,3237272.444,"LC","O",-1.231392
"2167","PC2797",NA,NA,"10/11/2017 0:00",295904.473,3237266.271,"LC","O",-1.292352
"2168","PC2798",NA,NA,"10/11/2017 0:00",295903.2023,3237260.249,"LC","O",-1.322832
"2169","PC2799",NA,NA,"10/11/2017 0:00",295903.3446,3237254.063,"LC","O",-1.658112
"2170","PC28",NA,NA,"9/5/2017 0:00",294368.7387,3239239.604,"LC","O",-0.527304
"2171","PC280",NA,NA,"9/5/2017 0:00",294566.2997,3238938.908,"LC","O",-1.350264
"2172","PC2800",NA,NA,"10/11/2017 0:00",295903.9319,3237247.867,"LC","O",-2.115312
"2173","PC2801",NA,NA,"10/11/2017 0:00",295903.1057,3237241.778,"LC","O",-2.023872
"2174","PC2802",NA,NA,"10/11/2017 0:00",295901.8746,3237235.756,"LC","O",-1.688592
"2175","PC2803",NA,NA,"10/11/2017 0:00",295901.1644,3237229.687,"LC","O",-1.322832
"2176","PC2804",NA,NA,"10/11/2017 0:00",295901.2491,3237223.529,"LC","O",-1.200912
"2177","PC2805",NA,NA,"10/11/2017 0:00",295906.7523,3237222.954,"LC","O",-1.197864
"2178","PC2806",NA,NA,"10/11/2017 0:00",295907.7152,3237228.988,"LC","O",-1.563624
"2179","PC2807",NA,NA,"10/11/2017 0:00",295909.2085,3237235.026,"LC","O",-1.776984
"2180","PC2808",NA,NA,"10/11/2017 0:00",295908.3836,3237241.23,"LC","O",-1.959864
"2181","PC2809",NA,NA,"10/11/2017 0:00",295909.1215,3237247.329,"LC","O",-2.051304
"2182","PC281",NA,NA,"9/5/2017 0:00",294561.4169,3238935.038,"LC","O",-1.47828
"2183","PC2810",NA,NA,"10/11/2017 0:00",295910.1519,3237253.417,"LC","O",-1.776984
"2184","PC2811",NA,NA,"10/11/2017 0:00",295909.8422,3237259.632,"LC","O",-1.380744
"2185","PC2812",NA,NA,"10/11/2017 0:00",295909.1514,3237265.847,"LC","O",-1.255776
"2186","PC2813",NA,NA,"10/11/2017 0:00",295911.1748,3237271.838,"LC","O",-1.255776
"2187","PC2814",NA,NA,"10/11/2017 0:00",295912.3756,3237277.887,"LC","O",-1.225296
"2188","PC2815",NA,NA,"10/11/2017 0:00",295912.23,3237284.052,"LC","O",-1.133856
"2189","PC2816",NA,NA,"10/11/2017 0:00",295912.054,3237290.214,"LC","O",-1.133856
"2190","PC2817",NA,NA,"10/11/2017 0:00",295911.7839,3237296.431,"LC","O",-1.164336
"2191","PC2818",NA,NA,"10/11/2017 0:00",295912.0587,3237302.556,"LC","O",-1.133856
"2192","PC2819",NA,NA,"10/11/2017 0:00",295914.2925,3237308.566,"LC","O",-1.103376
"2193","PC282",NA,NA,"9/5/2017 0:00",294557.1359,3238930.6,"LC","O",-1.475232
"2194","PC2820",NA,NA,"10/11/2017 0:00",295916.1935,3237314.512,"LC","O",-1.164336
"2195","PC2821",NA,NA,"10/11/2017 0:00",295916.7182,3237320.629,"LC","O",-1.164336
"2196","PC2822",NA,NA,"10/11/2017 0:00",295917.6053,3237326.705,"LC","O",-1.133856
"2197","PC2823",NA,NA,"10/11/2017 0:00",295917.7799,3237332.883,"LC","O",-1.225296
"2198","PC2824",NA,NA,"10/11/2017 0:00",295916.7573,3237339.14,"LC","O",-1.316736
"2199","PC2825",NA,NA,"10/11/2017 0:00",295916.609,3237345.335,"LC","O",-1.405128
"2200","PC2826",NA,NA,"10/11/2017 0:00",295917.7793,3237351.388,"LC","O",-1.557528
"2201","PC2827",NA,NA,"10/11/2017 0:00",295918.6113,3237357.444,"LC","O",-1.344168
"2202","PC2828",NA,NA,"10/11/2017 0:00",295919.3432,3237363.55,"LC","O",-1.283208
"2203","PC2829",NA,NA,"10/11/2017 0:00",295919.4845,3237369.748,"LC","O",-1.252728
"2204","PC283",NA,NA,"9/5/2017 0:00",294564.6008,3238928.787,"LC","O",-1.456944
"2205","PC2830",NA,NA,"10/11/2017 0:00",295920.1642,3237375.824,"LC","O",-1.252728
"2206","PC2831",NA,NA,"10/11/2017 0:00",295922.2122,3237381.851,"LC","O",-1.222248
"2207","PC2832",NA,NA,"10/11/2017 0:00",295923.419,3237387.879,"LC","O",-1.222248
"2208","PC2833",NA,NA,"10/11/2017 0:00",295923.4779,3237394.076,"LC","O",-1.18872
"2209","PC2834",NA,NA,"10/11/2017 0:00",295924.1395,3237400.163,"LC","O",-1.2192
"2210","PC2835",NA,NA,"10/11/2017 0:00",295923.0375,3237406.4,"LC","O",-1.2192
"2211","PC2836",NA,NA,"10/11/2017 0:00",295921.7133,3237412.685,"LC","O",-1.09728
"2212","PC2837",NA,NA,"10/11/2017 0:00",295922.6093,3237418.734,"LC","O",-1.09728
"2213","PC2838",NA,NA,"10/11/2017 0:00",295923.8745,3237424.832,"LC","O",-1.03632
"2214","PC2839",NA,NA,"10/11/2017 0:00",295925.3621,3237430.916,"LC","O",-0.97536
"2215","PC284",NA,NA,"9/5/2017 0:00",294569.4984,3238932.607,"LC","O",-1.383792
"2216","PC2840",NA,NA,"10/11/2017 0:00",295926.9956,3237436.949,"LC","O",-1.00584
"2217","PC2841",NA,NA,"10/11/2017 0:00",295928.1326,3237443.024,"LC","O",-0.97536
"2218","PC2845",NA,NA,"10/11/2017 0:00",295863.6125,3237597.14,"LC","O",-0.993648
"2219","PC2846",NA,NA,"10/11/2017 0:00",295857.8277,3237600.436,"LC","O",-1.054608
"2220","PC2847",NA,NA,"10/11/2017 0:00",295854.6567,3237605.697,"LC","O",-1.115568
"2221","PC2848",NA,NA,"10/11/2017 0:00",295851.1674,3237610.805,"LC","O",-1.237488
"2222","PC2849",NA,NA,"10/11/2017 0:00",295847.6619,3237615.807,"LC","O",-1.328928
"2223","PC285",NA,NA,"9/5/2017 0:00",294576.773,3238932.079,"LC","O",-1.240536
"2224","PC2850",NA,NA,"10/11/2017 0:00",295844.5898,3237621.216,"LC","O",-1.328928
"2225","PC2851",NA,NA,"10/11/2017 0:00",295840.4066,3237625.733,"LC","O",-1.267968
"2226","PC2852",NA,NA,"10/11/2017 0:00",295835.0692,3237629.314,"LC","O",-1.085088
"2227","PC2857",NA,NA,"10/11/2017 0:00",295812.1042,3237575.764,"LC","O",-1.139952
"2228","PC2858",NA,NA,"10/11/2017 0:00",295814.5039,3237582.642,"LC","O",-1.170432
"2229","PC2859",NA,NA,"10/11/2017 0:00",295816.9221,3237589.543,"LC","O",-1.139952
"2230","PC286",NA,NA,"9/5/2017 0:00",294583.1741,3238933.127,"LC","O",-0.94488
"2231","PC2860",NA,NA,"10/11/2017 0:00",295821.9226,3237593.994,"LC","O",-1.170432
"2232","PC2861",NA,NA,"10/11/2017 0:00",295828.0375,3237596.161,"LC","O",-1.231392
"2233","PC2862",NA,NA,"10/11/2017 0:00",295833.736,3237598.816,"LC","O",-1.228344
"2234","PC2863",NA,NA,"10/11/2017 0:00",295839.2441,3237601.671,"LC","O",-1.289304
"2235","PC2864",NA,NA,"10/11/2017 0:00",295845.2169,3237603.979,"LC","O",-1.319784
"2236","PC2865",NA,NA,"10/11/2017 0:00",295850.0751,3237607.827,"LC","O",-1.197864
"2237","PC2866",NA,NA,"10/11/2017 0:00",295853.871,3237612.931,"LC","O",-1.197864
"2238","PC2867",NA,NA,"10/11/2017 0:00",295858.6193,3237616.759,"LC","O",-1.258824
"2239","PC2868",NA,NA,"10/11/2017 0:00",295864.0135,3237619.84,"LC","O",-1.228344
"2240","PC2869",NA,NA,"10/11/2017 0:00",295868.711,3237623.799,"LC","O",-1.167384
"2241","PC287",NA,NA,"9/5/2017 0:00",294587.4834,3238938.026,"LC","O",-0.9144
"2242","PC2870",NA,NA,"10/11/2017 0:00",295872.5827,3237628.854,"LC","O",-1.289304
"2243","PC2871",NA,NA,"10/11/2017 0:00",295876.8337,3237633.35,"LC","O",-1.289304
"2244","PC2872",NA,NA,"10/11/2017 0:00",295189.8714,3238404.697,"LC","O",-0.947928
"2245","PC2873",NA,NA,"10/11/2017 0:00",295193.2066,3238399.395,"LC","O",-0.978408
"2246","PC2874",NA,NA,"10/11/2017 0:00",295196.6002,3238394.15,"LC","O",-0.978408
"2247","PC2876",NA,NA,"10/11/2017 0:00",295198.5341,3238381.45,"LC","O",-1.161288
"2248","PC2877",NA,NA,"10/11/2017 0:00",295200.9915,3238375.799,"LC","O",-1.130808
"2249","PC2878",NA,NA,"10/11/2017 0:00",295204.4468,3238370.637,"LC","O",-1.252728
"2250","PC2879",NA,NA,"10/11/2017 0:00",295208.6393,3238365.778,"LC","O",-2.167128
"2251","PC288",NA,NA,"9/5/2017 0:00",294592.4923,3238941.671,"LC","O",-0.89916
"2252","PC2880",NA,NA,"10/11/2017 0:00",295212.1529,3238360.658,"LC","O",-2.532888
"2253","PC2881",NA,NA,"10/11/2017 0:00",295214.6008,3238354.964,"LC","O",-2.746248
"2254","PC2882",NA,NA,"10/11/2017 0:00",295216.6818,3238349.14,"LC","O",-2.654808
"2255","PC2883",NA,NA,"10/11/2017 0:00",295219.2007,3238343.558,"LC","O",-2.380488
"2256","PC2884",NA,NA,"10/11/2017 0:00",295221.7351,3238338.001,"LC","O",-1.862328
"2257","PC2885",NA,NA,"10/11/2017 0:00",295224.7589,3238332.641,"LC","O",-1.313688
"2258","PC2886",NA,NA,"10/11/2017 0:00",295229.2092,3238327.988,"LC","O",-1.130808
"2259","PC289",NA,NA,"9/5/2017 0:00",294598.4106,3238943.657,"LC","O",-0.850392
"2260","PC2891",NA,NA,"10/11/2017 0:00",295253.3613,3238290.965,"LC","O",-0.94488
"2261","PC2892",NA,NA,"10/11/2017 0:00",295250.0526,3238296.163,"LC","O",-0.97536
"2262","PC2893",NA,NA,"10/11/2017 0:00",295245.3697,3238300.702,"LC","O",-0.911352
"2263","PC2894",NA,NA,"10/11/2017 0:00",295242.3762,3238306.047,"LC","O",-0.941832
"2264","PC2895",NA,NA,"10/11/2017 0:00",295240.191,3238311.8,"LC","O",-0.880872
"2265","PC2896",NA,NA,"10/11/2017 0:00",295239.735,3238318.381,"LC","O",-0.972312
"2266","PC2897",NA,NA,"10/11/2017 0:00",295236.163,3238323.442,"LC","O",-1.063752
"2267","PC2898",NA,NA,"10/11/2017 0:00",295233.8092,3238329.083,"LC","O",-1.338072
"2268","PC2899",NA,NA,"10/11/2017 0:00",295230.3692,3238334.251,"LC","O",-1.795272
"2269","PC29",NA,NA,"9/5/2017 0:00",294364.0741,3239234.87,"LC","O",-0.557784
"2270","PC290",NA,NA,"9/5/2017 0:00",294603.0886,3238947.824,"LC","O",-0.82296
"2271","PC2900",NA,NA,"10/11/2017 0:00",295227.4646,3238339.653,"LC","O",-1.947672
"2272","PC2901",NA,NA,"10/11/2017 0:00",295224.7511,3238345.291,"LC","O",-2.161032
"2273","PC2902",NA,NA,"10/11/2017 0:00",295222.7373,3238351.133,"LC","O",-2.465832
"2274","PC2903",NA,NA,"10/11/2017 0:00",295220.2242,3238356.69,"LC","O",-2.645664
"2275","PC2904",NA,NA,"10/11/2017 0:00",295217.9136,3238362.392,"LC","O",-2.584704
"2276","PC2905",NA,NA,"10/11/2017 0:00",295214.6783,3238367.614,"LC","O",-2.249424
"2277","PC2906",NA,NA,"10/11/2017 0:00",295211.2592,3238372.74,"LC","O",-2.005584
"2278","PC2907",NA,NA,"10/11/2017 0:00",295209.132,3238378.504,"LC","O",-1.517904
"2279","PC2908",NA,NA,"10/11/2017 0:00",295207.822,3238384.663,"LC","O",-1.182624
"2280","PC2909",NA,NA,"10/11/2017 0:00",295203.8493,3238389.562,"LC","O",-1.121664
"2281","PC291",NA,NA,"9/5/2017 0:00",294609.1493,3238949.698,"LC","O",-0.795528
"2282","PC2910",NA,NA,"10/11/2017 0:00",295200.0967,3238394.535,"LC","O",-1.121664
"2283","PC2911",NA,NA,"10/11/2017 0:00",295197.4768,3238400.075,"LC","O",-1.030224
"2284","PC2912",NA,NA,"10/11/2017 0:00",295180.3356,3238397.447,"LC","O",-0.963168
"2285","PC2913",NA,NA,"10/11/2017 0:00",295183.0076,3238391.935,"LC","O",-0.993648
"2286","PC2914",NA,NA,"10/11/2017 0:00",295186.9892,3238387.017,"LC","O",-1.054608
"2287","PC2915",NA,NA,"10/11/2017 0:00",295191.4571,3238382.282,"LC","O",-1.085088
"2288","PC2916",NA,NA,"10/11/2017 0:00",295194.894,3238377.104,"LC","O",-1.115568
"2289","PC2917",NA,NA,"10/11/2017 0:00",295198.5975,3238372.092,"LC","O",-1.176528
