"","dist_m","rank","station1","transect1","station2","transect2"
"2773",457.8363978,2,"LCO17",1,"LCO19",3
"2708",458.0074913,3,"LCO17",1,"LCO19",2
"2843",458.0735163,4,"LCO17",1,"LCO19",4
"2648",458.2830608,5,"LCO17",1,"LCO19",1
"2936",458.3048984,6,"LCO17",1,"LCO19",5
"2472",576.9287007,7,"LCO17",1,"LCO16",1
"2265",760.6083742,8,"LCO17",1,"LCO15",6
"2291",763.6264299,9,"LCO17",1,"LCO15",7
"2402",764.759245,10,"LCO17",1,"LCO15",8
"1861",816.6934866,11,"LCO17",1,"LCO15",1
"1925",817.1118141,12,"LCO17",1,"LCO15",2
"2059",818.5981766,13,"LCO17",1,"LCO15",3
"2124",818.8552403,14,"LCO17",1,"LCO15",4
"2191",819.0080116,15,"LCO17",1,"LCO15",5
"1688",895.6380508,16,"LCO17",1,"LCO14",1
"1756",896.5323838,17,"LCO17",1,"LCO14",2
"1833",897.7311263,18,"LCO17",1,"LCO14",3
"3179",1021.244195,19,"LCO17",1,"LCO20",2
"3249",1021.267492,20,"LCO17",1,"LCO20",3
"3092",1021.724021,21,"LCO17",1,"LCO20",1
"1335",1234.704263,22,"LCO17",1,"LCO12",1
"1405",1235.130145,23,"LCO17",1,"LCO12",2
"1485",1235.559577,24,"LCO17",1,"LCO12",3
"1543",1236.546042,25,"LCO17",1,"LCO12",4
"1603",1237.033286,26,"LCO17",1,"LCO12",5
"3479",1369.995678,27,"LCO17",1,"LCO21",3
"3332",1370.056954,28,"LCO17",1,"LCO21",1
"3406",1370.075673,29,"LCO17",1,"LCO21",2
"1108",1402.360832,30,"LCO17",1,"LCO11B",1
"1153",1402.638047,31,"LCO17",1,"LCO11B",2
"1245",1402.775329,32,"LCO17",1,"LCO11B",3
"3496",1499.189058,33,"LCO17",1,"LCO21",4
"3570",1499.357365,34,"LCO17",1,"LCO21",5
"3669",1499.387625,35,"LCO17",1,"LCO21",6
"749",1868.120252,36,"LCO17",1,"LCO10A",1
"841",1869.275093,37,"LCO17",1,"LCO10A",2
"881",1870.745039,38,"LCO17",1,"LCO10A",3
"944",1871.659429,39,"LCO17",1,"LCO10A",4
"1054",1873.479569,40,"LCO17",1,"LCO10A",5
"4280",1989.864714,41,"LCO17",1,"LCO9C",1
"4341",1990.383557,42,"LCO17",1,"LCO9C",2
"4408",1990.848991,43,"LCO17",1,"LCO9C",3
"4487",1991.421778,44,"LCO17",1,"LCO9C",4
"4592",1992.12155,45,"LCO17",1,"LCO9C",5
"3918",2100.001383,46,"LCO17",1,"LCO9B",1
"3992",2100.465369,47,"LCO17",1,"LCO9B",2
"4093",2100.71818,48,"LCO17",1,"LCO9B",3
"4142",2101.176493,49,"LCO17",1,"LCO9B",4
"4197",2101.444901,50,"LCO17",1,"LCO9B",5
"3837",2348.067703,51,"LCO17",1,"LCO8A",1
"440",2550.534227,52,"LCO17",1,"BTI4",2
"3777",2557.047183,53,"LCO17",1,"LCO4",1
"4670",2622.15924,54,"LCO17",1,"LTI1",1
"4719",2647.253268,55,"LCO17",1,"LTI2",1
"3699",2692.867482,56,"LCO17",1,"LCO3",1
"414",2693.579832,57,"LCO17",1,"BTI4",1
"5087",2729.727003,58,"LCO17",1,"LTI6",1
"5026",2754.763179,59,"LCO17",1,"LTI5",2
"4933",2756.768472,60,"LCO17",1,"LTI5",1
"2991",2789.205165,61,"LCO17",1,"LCO2",1
"4816",2794.230674,62,"LCO17",1,"LTI3",1
"589",2813.323657,63,"LCO17",1,"BTI5",2
"58",2826.780537,64,"LCO17",1,"BTI1",1
"538",2832.503765,65,"LCO17",1,"BTI5",1
"4852",2834.168383,66,"LCO17",1,"LTI4",1
"706",2868.318537,67,"LCO17",1,"BTI6",1
"216",2958.502956,68,"LCO17",1,"BTI3",1
"342",2961.667184,69,"LCO17",1,"BTI3",2
"199",3010.674465,70,"LCO17",1,"BTI2",2
"124",3034.699643,71,"LCO17",1,"BTI2",1
"2530",3.897839839,1,"LCO17",2,"LCO17",1
"2823",457.0572183,2,"LCO17",2,"LCO19",3
"2741",457.2440368,3,"LCO17",2,"LCO19",2
"2888",457.2766899,4,"LCO17",2,"LCO19",4
"2953",457.4921019,5,"LCO17",2,"LCO19",5
"2659",457.5367526,6,"LCO17",2,"LCO19",1
"2437",576.1784654,7,"LCO17",2,"LCO16",1
"2210",760.4632767,8,"LCO17",2,"LCO15",6
"2282",763.4555457,9,"LCO17",2,"LCO15",7
"2356",764.5782444,10,"LCO17",2,"LCO15",8
"1869",816.6781969,11,"LCO17",2,"LCO15",1
"1918",817.086036,12,"LCO17",2,"LCO15",2
"2030",818.5650362,13,"LCO17",2,"LCO15",3
"2115",818.8109755,14,"LCO17",2,"LCO15",4
"2170",818.9530499,15,"LCO17",2,"LCO15",5
"1678",895.8673681,16,"LCO17",2,"LCO14",1
"1749",896.7541686,17,"LCO17",2,"LCO14",2
"1831",897.9412847,18,"LCO17",2,"LCO14",3
"3142",1020.797584,19,"LCO17",2,"LCO20",2
"3224",1020.812853,20,"LCO17",2,"LCO20",3
"3079",1021.285238,21,"LCO17",2,"LCO20",1
"1285",1235.339973,22,"LCO17",2,"LCO12",1
"1352",1235.760852,23,"LCO17",2,"LCO12",2
"1429",1236.185737,24,"LCO17",2,"LCO12",3
"1508",1237.162911,25,"LCO17",2,"LCO12",4
"1569",1237.641456,26,"LCO17",2,"LCO12",5
"3425",1369.508681,27,"LCO17",2,"LCO21",3
"3307",1369.58722,28,"LCO17",2,"LCO21",1
"3383",1369.600909,29,"LCO17",2,"LCO21",2
"1083",1403.096433,30,"LCO17",2,"LCO11B",1
"1201",1403.369259,31,"LCO17",2,"LCO11B",2
"1221",1403.502725,32,"LCO17",2,"LCO11B",3
"3539",1498.707428,33,"LCO17",2,"LCO21",4
"3574",1498.860353,34,"LCO17",2,"LCO21",5
"3646",1498.886448,35,"LCO17",2,"LCO21",6
"732",1869.006139,36,"LCO17",2,"LCO10A",1
"815",1870.158499,37,"LCO17",2,"LCO10A",2
"909",1871.623316,38,"LCO17",2,"LCO10A",3
"958",1872.535101,39,"LCO17",2,"LCO10A",4
"1004",1874.350726,40,"LCO17",2,"LCO10A",5
"4312",1990.870028,41,"LCO17",2,"LCO9C",1
"4395",1991.386629,42,"LCO17",2,"LCO9C",2
"4445",1991.849129,43,"LCO17",2,"LCO9C",3
"4529",1992.419258,44,"LCO17",2,"LCO9C",4
"4593",1993.116528,45,"LCO17",2,"LCO9C",5
"3961",2101.032913,46,"LCO17",2,"LCO9B",1
"4037",2101.493399,47,"LCO17",2,"LCO9B",2
"4082",2101.742635,48,"LCO17",2,"LCO9B",3
"4157",2102.197684,49,"LCO17",2,"LCO9B",4
"4254",2102.462616,50,"LCO17",2,"LCO9B",5
"3860",2349.124165,51,"LCO17",2,"LCO8A",1
"437",2547.377698,52,"LCO17",2,"BTI4",2
"3787",2558.276963,53,"LCO17",2,"LCO4",1
"4633",2618.430836,54,"LCO17",2,"LTI1",1
"4698",2643.469575,55,"LCO17",2,"LTI2",1
"403",2690.432574,56,"LCO17",2,"BTI4",1
"3725",2694.07462,57,"LCO17",2,"LCO3",1
"5104",2726.00597,58,"LCO17",2,"LTI6",1
"5021",2751.043128,59,"LCO17",2,"LTI5",2
"4963",2753.052296,60,"LCO17",2,"LTI5",1
"2994",2790.394691,61,"LCO17",2,"LCO2",1
"4811",2790.451917,62,"LCO17",2,"LTI3",1
"569",2809.970981,63,"LCO17",2,"BTI5",2
"10",2823.8409,64,"LCO17",2,"BTI1",1
"562",2829.143983,65,"LCO17",2,"BTI5",1
"4898",2830.440824,66,"LCO17",2,"LTI4",1
"700",2865.044708,67,"LCO17",2,"BTI6",1
"261",2955.444242,68,"LCO17",2,"BTI3",1
"320",2958.550354,69,"LCO17",2,"BTI3",2
"212",3007.675521,70,"LCO17",2,"BTI2",2
"134",3031.718888,71,"LCO17",2,"BTI2",1
"2744",2.072122103,1,"LCO19",1,"LCO19",2
"2801",3.962952859,2,"LCO19",1,"LCO19",3
"2878",6.057586783,3,"LCO19",1,"LCO19",4
"2913",7.971891447,4,"LCO19",1,"LCO19",5
"2606",457.5367526,5,"LCO19",1,"LCO17",2
"2540",458.2830608,6,"LCO19",1,"LCO17",1
"3248",565.5084862,7,"LCO19",1,"LCO20",3
"3190",565.6207445,8,"LCO19",1,"LCO20",2
"3115",566.2350414,9,"LCO19",1,"LCO20",1
"3471",913.4049302,10,"LCO19",1,"LCO21",3
"3391",913.6406351,11,"LCO19",1,"LCO21",2
"3306",913.6879406,12,"LCO19",1,"LCO21",1
"2446",1015.471264,13,"LCO19",1,"LCO16",1
"3656",1042.567116,14,"LCO19",1,"LCO21",6
"3569",1042.584505,15,"LCO19",1,"LCO21",5
"3486",1042.598742,16,"LCO19",1,"LCO21",4
"2217",1210.896279,17,"LCO19",1,"LCO15",6
"2289",1213.449518,18,"LCO19",1,"LCO15",7
"2375",1214.39641,19,"LCO19",1,"LCO15",8
"1852",1268.925995,20,"LCO19",1,"LCO15",1
"1921",1269.182075,21,"LCO19",1,"LCO15",2
"2000",1270.550158,22,"LCO19",1,"LCO15",3
"2135",1270.613397,23,"LCO19",1,"LCO15",5
"2093",1270.63156,24,"LCO19",1,"LCO15",4
"1676",1350.94585,25,"LCO19",1,"LCO14",1
"1766",1351.756518,26,"LCO19",1,"LCO14",2
"1842",1352.824014,27,"LCO19",1,"LCO14",3
"1300",1692.787676,28,"LCO19",1,"LCO12",1
"1416",1693.198232,29,"LCO19",1,"LCO12",2
"1464",1693.613244,30,"LCO19",1,"LCO12",3
"1523",1694.568783,31,"LCO19",1,"LCO12",4
"1598",1695.025331,32,"LCO19",1,"LCO12",5
"1101",1860.631886,33,"LCO19",1,"LCO11B",1
"1145",1860.90557,34,"LCO19",1,"LCO11B",2
"1224",1861.039415,35,"LCO19",1,"LCO11B",3
"776",2326.221536,36,"LCO19",1,"LCO10A",1
"851",2327.38383,37,"LCO19",1,"LCO10A",2
"886",2328.868709,38,"LCO19",1,"LCO10A",3
"953",2329.790425,39,"LCO19",1,"LCO10A",4
"1047",2331.622849,40,"LCO19",1,"LCO10A",5
"4301",2447.406683,41,"LCO19",1,"LCO9C",1
"4388",2447.939398,42,"LCO19",1,"LCO9C",2
"4449",2448.422821,43,"LCO19",1,"LCO9C",3
"4508",2449.011685,44,"LCO19",1,"LCO9C",4
"4567",2449.72641,45,"LCO19",1,"LCO9C",5
"3908",2557.360231,46,"LCO19",1,"LCO9B",1
"3979",2557.848567,47,"LCO19",1,"LCO9B",2
"4075",2558.125917,48,"LCO19",1,"LCO9B",3
"4161",2558.606319,49,"LCO19",1,"LCO9B",4
"4248",2558.897953,50,"LCO19",1,"LCO9B",5
"4652",2706.105445,51,"LCO19",1,"LTI1",1
"4732",2707.132584,52,"LCO19",1,"LTI2",1
"481",2772.922353,53,"LCO19",1,"BTI4",2
"3904",2805.219097,54,"LCO19",1,"LCO8A",1
"5082",2815.033314,55,"LCO19",1,"LTI6",1
"4975",2840.116437,56,"LCO19",1,"LTI5",2
"4930",2843.5581,57,"LCO19",1,"LTI5",1
"4788",2854.44243,58,"LCO19",1,"LTI3",1
"4845",2915.637647,59,"LCO19",1,"LTI4",1
"396",2915.986583,60,"LCO19",1,"BTI4",1
"590",2996.67396,61,"LCO19",1,"BTI5",2
"3769",3012.372105,62,"LCO19",1,"LCO4",1
"500",3014.199375,63,"LCO19",1,"BTI5",1
"672",3066.565946,64,"LCO19",1,"BTI6",1
"11",3079.953953,65,"LCO19",1,"BTI1",1
"3717",3148.455847,66,"LCO19",1,"LCO3",1
"339",3186.632935,67,"LCO19",1,"BTI3",2
"266",3192.805502,68,"LCO19",1,"BTI3",1
"3015",3244.99353,69,"LCO19",1,"LCO2",1
"200",3253.713916,70,"LCO19",1,"BTI2",2
"115",3280.26355,71,"LCO19",1,"BTI2",1
"2810",1.891564033,1,"LCO19",2,"LCO19",3
"2674",2.072122103,2,"LCO19",2,"LCO19",1
"2847",3.999468691,3,"LCO19",2,"LCO19",4
"2944",5.923227799,4,"LCO19",2,"LCO19",5
"2577",457.2440368,5,"LCO19",2,"LCO17",2
"2517",458.0074913,6,"LCO19",2,"LCO17",1
"3261",566.0784049,7,"LCO19",2,"LCO20",3
"3139",566.1981025,8,"LCO19",2,"LCO20",2
"3111",566.8195239,9,"LCO19",2,"LCO20",1
"3429",913.9016163,10,"LCO19",2,"LCO21",3
"3404",914.1468397,11,"LCO19",2,"LCO21",2
"3270",914.1980585,12,"LCO19",2,"LCO21",1
"2468",1014.752093,13,"LCO19",2,"LCO16",1
"3634",1043.044478,14,"LCO19",2,"LCO21",6
"3557",1043.06499,15,"LCO19",2,"LCO21",5
"3497",1043.090749,16,"LCO19",2,"LCO21",4
"2211",1210.318477,17,"LCO19",2,"LCO15",6
"2336",1212.863034,18,"LCO19",2,"LCO15",7
"2366",1213.806524,19,"LCO19",2,"LCO15",8
"1868",1268.383184,20,"LCO19",2,"LCO15",1
"1942",1268.635763,21,"LCO19",2,"LCO15",2
"1992",1270.001252,22,"LCO19",2,"LCO15",3
"2131",1270.057257,23,"LCO19",2,"LCO15",5
"2060",1270.07896,24,"LCO19",2,"LCO15",4
"1666",1350.478266,25,"LCO19",2,"LCO14",1
"1762",1351.286284,26,"LCO19",2,"LCO14",2
"1815",1352.349701,27,"LCO19",2,"LCO14",3
"1329",1692.457079,28,"LCO19",2,"LCO12",1
"1376",1692.86569,29,"LCO19",2,"LCO12",2
"1441",1693.278933,30,"LCO19",2,"LCO12",3
"1521",1694.230857,31,"LCO19",2,"LCO12",4
"1567",1694.684027,32,"LCO19",2,"LCO12",5
"1066",1860.339948,33,"LCO19",2,"LCO11B",1
"1156",1860.611859,34,"LCO19",2,"LCO11B",2
"1225",1860.744162,35,"LCO19",2,"LCO11B",3
"771",2325.994181,36,"LCO19",2,"LCO10A",1
"800",2327.155401,37,"LCO19",2,"LCO10A",2
"861",2328.638054,38,"LCO19",2,"LCO10A",3
"928",2329.558639,39,"LCO19",2,"LCO10A",4
"1028",2331.389106,40,"LCO19",2,"LCO10A",5
"4267",2447.232988,41,"LCO19",2,"LCO9C",1
"4362",2447.764709,42,"LCO19",2,"LCO9C",2
"4421",2448.246828,43,"LCO19",2,"LCO9C",3
"4480",2448.834514,44,"LCO19",2,"LCO9C",4
"4571",2449.548131,45,"LCO19",2,"LCO9C",5
"3975",2557.199453,46,"LCO19",2,"LCO9B",1
"4034",2557.686213,47,"LCO19",2,"LCO9B",2
"4059",2557.961953,48,"LCO19",2,"LCO9B",3
"4120",2558.440888,49,"LCO19",2,"LCO9B",4
"4234",2558.730957,50,"LCO19",2,"LCO9B",5
"4649",2704.051524,51,"LCO19",2,"LTI1",1
"4735",2705.067077,52,"LCO19",2,"LTI2",1
"460",2771.052064,53,"LCO19",2,"BTI4",2
"3882",2805.072186,54,"LCO19",2,"LCO8A",1
"5095",2812.979311,55,"LCO19",2,"LTI6",1
"5011",2838.062265,56,"LCO19",2,"LTI5",2
"4959",2841.504769,57,"LCO19",2,"LTI5",1
"4824",2852.37633,58,"LCO19",2,"LTI3",1
"4835",2913.580701,59,"LCO19",2,"LTI4",1
"388",2914.113035,60,"LCO19",2,"BTI4",1
"591",2994.725585,61,"LCO19",2,"BTI5",2
"517",3012.24802,62,"LCO19",2,"BTI5",1
"3805",3012.308746,63,"LCO19",2,"LCO4",1
"647",3064.641955,64,"LCO19",2,"BTI6",1
"69",3078.148782,65,"LCO19",2,"BTI1",1
"3718",3148.383362,66,"LCO19",2,"LCO3",1
"354",3184.75947,67,"LCO19",2,"BTI3",2
"256",3190.95253,68,"LCO19",2,"BTI3",1
"3021",3244.913662,69,"LCO19",2,"LCO2",1
"144",3251.880193,70,"LCO19",2,"BTI2",2
"122",3278.435428,71,"LCO19",2,"BTI2",1
"2756",1.891564033,1,"LCO19",3,"LCO19",2
"2868",2.12749525,2,"LCO19",3,"LCO19",4
"2671",3.962952859,3,"LCO19",3,"LCO19",1
"2925",4.057395693,4,"LCO19",3,"LCO19",5
"2567",457.0572183,5,"LCO19",3,"LCO17",2
"2488",457.8363978,6,"LCO19",3,"LCO17",1
"3215",566.5344671,7,"LCO19",3,"LCO20",3
"3141",566.6610128,8,"LCO19",3,"LCO20",2
"3081",567.2889877,9,"LCO19",3,"LCO20",1
"3450",914.2878962,10,"LCO19",3,"LCO21",3
"3375",914.5418765,11,"LCO19",3,"LCO21",2
"3267",914.596696,12,"LCO19",3,"LCO21",1
"2424",1014.167693,13,"LCO19",3,"LCO16",1
"3638",1043.412497,14,"LCO19",3,"LCO21",6
"3594",1043.435881,15,"LCO19",3,"LCO21",5
"3548",1043.472239,16,"LCO19",3,"LCO21",4
"2261",1209.864256,17,"LCO19",3,"LCO15",6
"2285",1212.400792,18,"LCO19",3,"LCO15",7
"2362",1213.341137,19,"LCO19",3,"LCO15",8
"1872",1267.961118,20,"LCO19",3,"LCO15",1
"1945",1268.210467,21,"LCO19",3,"LCO15",2
"2054",1269.573559,22,"LCO19",3,"LCO15",3
"2171",1269.622891,23,"LCO19",3,"LCO15",5
"2089",1269.647859,24,"LCO19",3,"LCO15",4
"1637",1350.12536,25,"LCO19",3,"LCO14",1
"1722",1350.930935,26,"LCO19",3,"LCO14",2
"1840",1351.990593,27,"LCO19",3,"LCO14",3
"1309",1692.229585,28,"LCO19",3,"LCO12",1
"1372",1692.636409,29,"LCO19",3,"LCO12",2
"1423",1693.048028,30,"LCO19",3,"LCO12",3
"1505",1693.996631,31,"LCO19",3,"LCO12",4
"1588",1694.446699,32,"LCO19",3,"LCO12",5
"1123",1860.147738,33,"LCO19",3,"LCO11B",1
"1184",1860.418022,34,"LCO19",3,"LCO11B",2
"1236",1860.54891,35,"LCO19",3,"LCO11B",3
"745",2325.86078,36,"LCO19",3,"LCO10A",1
"805",2327.021015,37,"LCO19",3,"LCO10A",2
"905",2328.501627,38,"LCO19",3,"LCO10A",3
"978",2329.421177,39,"LCO19",3,"LCO10A",4
"1056",2331.249849,40,"LCO19",3,"LCO10A",5
"4328",2447.148645,41,"LCO19",3,"LCO9C",1
"4380",2447.679456,42,"LCO19",3,"LCO9C",2
"4407",2448.160382,43,"LCO19",3,"LCO9C",3
"4484",2448.746989,44,"LCO19",3,"LCO9C",4
"4546",2449.459591,45,"LCO19",3,"LCO9C",5
"3950",2557.126863,46,"LCO19",3,"LCO9B",1
"3988",2557.612182,47,"LCO19",3,"LCO9B",2
"4066",2557.886449,48,"LCO19",3,"LCO9B",3
"4151",2558.36404,49,"LCO19",3,"LCO9B",4
"4191",2558.652678,50,"LCO19",3,"LCO9B",5
"4684",2702.187632,51,"LCO19",3,"LTI1",1
"4743",2703.188781,52,"LCO19",3,"LTI2",1
"433",2769.377644,53,"LCO19",3,"BTI4",2
"3893",2805.012155,54,"LCO19",3,"LCO8A",1
"5045",2811.115321,55,"LCO19",3,"LTI6",1
"4973",2836.198077,56,"LCO19",3,"LTI5",2
"4970",2839.64157,57,"LCO19",3,"LTI5",1
"4826",2850.497225,58,"LCO19",3,"LTI3",1
"4895",2911.71321,59,"LCO19",3,"LTI4",1
"405",2912.435385,60,"LCO19",3,"BTI4",1
"584",2992.973263,61,"LCO19",3,"BTI5",2
"528",3010.492685,62,"LCO19",3,"BTI5",1
"3771",3012.324989,63,"LCO19",3,"LCO4",1
"657",3062.914152,64,"LCO19",3,"BTI6",1
"19",3076.53821,65,"LCO19",3,"BTI1",1
"3706",3148.391216,66,"LCO19",3,"LCO3",1
"334",3183.08188,67,"LCO19",3,"BTI3",2
"247",3189.295135,68,"LCO19",3,"BTI3",1
"3048",3244.914737,69,"LCO19",3,"LCO2",1
"157",3250.241689,70,"LCO19",3,"BTI2",2
"98",3276.802407,71,"LCO19",3,"BTI2",1
"2955",1.929908933,1,"LCO19",4,"LCO19",5
"2790",2.12749525,2,"LCO19",4,"LCO19",3
"2757",3.999468691,3,"LCO19",4,"LCO19",2
"2683",6.057586783,4,"LCO19",4,"LCO19",1
"2566",457.2766899,5,"LCO19",4,"LCO17",2
"2523",458.0735163,6,"LCO19",4,"LCO17",1
"3232",566.6388917,7,"LCO19",4,"LCO20",3
"3181",566.7733614,8,"LCO19",4,"LCO20",2
"3076",567.4089184,9,"LCO19",4,"LCO20",1
"3428",914.3090423,10,"LCO19",4,"LCO21",3
"3377",914.5730843,11,"LCO19",4,"LCO21",2
"3268",914.6320441,12,"LCO19",4,"LCO21",1
"2444",1013.925122,13,"LCO19",4,"LCO16",1
"3630",1043.412114,14,"LCO19",4,"LCO21",6
"3599",1043.438791,15,"LCO19",4,"LCO21",5
"3538",1043.487311,16,"LCO19",4,"LCO21",4
"2236",1209.772871,17,"LCO19",4,"LCO15",6
"2319",1212.300108,18,"LCO19",4,"LCO15",7
"2369",1213.236807,19,"LCO19",4,"LCO15",8
"1884",1267.906737,20,"LCO19",4,"LCO15",1
"1948",1268.152357,21,"LCO19",4,"LCO15",2
"2032",1269.51268,22,"LCO19",4,"LCO15",3
"2152",1269.554305,23,"LCO19",4,"LCO15",5
"2117",1269.583045,24,"LCO19",4,"LCO15",4
"1674",1350.150257,25,"LCO19",4,"LCO14",1
"1733",1350.953034,26,"LCO19",4,"LCO14",2
"1845",1352.008384,27,"LCO19",4,"LCO14",3
"1312",1692.396458,28,"LCO19",4,"LCO12",1
"1398",1692.801262,29,"LCO19",4,"LCO12",2
"1450",1693.211046,30,"LCO19",4,"LCO12",3
"1519",1694.155895,31,"LCO19",4,"LCO12",4
"1616",1694.602455,32,"LCO19",4,"LCO12",5
"1118",1860.354163,33,"LCO19",4,"LCO11B",1
"1169",1860.622615,34,"LCO19",4,"LCO11B",2
"1255",1860.751911,35,"LCO19",4,"LCO11B",3
"751",2326.132719,36,"LCO19",4,"LCO10A",1
"852",2327.291851,37,"LCO19",4,"LCO10A",2
"921",2328.77018,38,"LCO19",4,"LCO10A",3
"961",2329.68857,39,"LCO19",4,"LCO10A",4
"1007",2331.515232,40,"LCO19",4,"LCO10A",5
"4325",2447.475211,41,"LCO19",4,"LCO9C",1
"4383",2448.005009,42,"LCO19",4,"LCO9C",2
"4459",2448.484606,43,"LCO19",4,"LCO9C",3
"4519",2449.070012,44,"LCO19",4,"LCO9C",4
"4579",2449.781485,45,"LCO19",4,"LCO9C",5
"3938",2557.466423,46,"LCO19",4,"LCO9B",1
"4007",2557.95014,47,"LCO19",4,"LCO9B",2
"4065",2558.222769,48,"LCO19",4,"LCO9B",3
"4123",2558.698867,49,"LCO19",4,"LCO9B",4
"4214",2558.985912,50,"LCO19",4,"LCO9B",5
"4617",2700.203617,51,"LCO19",4,"LTI1",1
"4695",2701.167005,52,"LCO19",4,"LTI2",1
"467",2767.726255,53,"LCO19",4,"BTI4",2
"3835",2805.365514,54,"LCO19",4,"LCO8A",1
"5068",2809.131065,55,"LCO19",4,"LTI6",1
"5008",2834.213345,56,"LCO19",4,"LTI5",2
"4919",2837.659192,57,"LCO19",4,"LTI5",1
"4786",2848.47302,58,"LCO19",4,"LTI3",1
"4847",2909.720439,59,"LCO19",4,"LTI4",1
"359",2910.779036,60,"LCO19",4,"BTI4",1
"581",2991.198726,61,"LCO19",4,"BTI5",2
"506",3008.713168,62,"LCO19",4,"BTI5",1
"3766",3012.762537,63,"LCO19",4,"LCO4",1
"661",3061.179414,64,"LCO19",4,"BTI6",1
"50",3074.982046,65,"LCO19",4,"BTI1",1
"3753",3148.819467,66,"LCO19",4,"LCO3",1
"305",3181.42558,67,"LCO19",4,"BTI3",2
"279",3187.669476,68,"LCO19",4,"BTI3",1
"3019",3245.335479,69,"LCO19",4,"LCO2",1
"207",3248.644293,70,"LCO19",4,"BTI2",2
"140",3275.213151,71,"LCO19",4,"BTI2",1
"2852",1.929908933,1,"LCO19",5,"LCO19",4
"2776",4.057395693,2,"LCO19",5,"LCO19",3
"2736",5.923227799,3,"LCO19",5,"LCO19",2
"2662",7.971891447,4,"LCO19",5,"LCO19",1
"2591",457.4921019,5,"LCO19",5,"LCO17",2
"2545",458.3048984,6,"LCO19",5,"LCO17",1
"3262",566.732615,7,"LCO19",5,"LCO20",3
"3183",566.8742701,8,"LCO19",5,"LCO20",2
"3114",567.5166962,9,"LCO19",5,"LCO20",1
"3441",914.3246009,10,"LCO19",5,"LCO21",3
"3354",914.597769,11,"LCO19",5,"LCO21",2
"3318",914.6604843,12,"LCO19",5,"LCO21",1
"2416",1013.71675,13,"LCO19",5,"LCO16",1
"3670",1043.407613,14,"LCO19",5,"LCO21",6
"3559",1043.437278,15,"LCO19",5,"LCO21",5
"3528",1043.49683,16,"LCO19",5,"LCO21",4
"2203",1209.701104,17,"LCO19",5,"LCO15",6
"2273",1212.219896,18,"LCO19",5,"LCO15",7
"2361",1213.153283,19,"LCO19",5,"LCO15",8
"1862",1267.868396,20,"LCO19",5,"LCO15",1
"1936",1268.110633,21,"LCO19",5,"LCO15",2
"2019",1269.46844,22,"LCO19",5,"LCO15",3
"2188",1269.503072,23,"LCO19",5,"LCO15",5
"2098",1269.535235,24,"LCO19",5,"LCO15",4
"1660",1350.183646,25,"LCO19",5,"LCO14",1
"1748",1350.983883,26,"LCO19",5,"LCO14",2
"1808",1352.035324,27,"LCO19",5,"LCO14",3
"1344",1692.558011,28,"LCO19",5,"LCO12",1
"1389",1692.960984,29,"LCO19",5,"LCO12",2
"1488",1693.369103,30,"LCO19",5,"LCO12",3
"1494",1694.310547,31,"LCO19",5,"LCO12",4
"1566",1694.753926,32,"LCO19",5,"LCO12",5
"1112",1860.551367,33,"LCO19",5,"LCO11B",1
"1187",1860.818157,34,"LCO19",5,"LCO11B",2
"1218",1860.94601,35,"LCO19",5,"LCO11B",3
"752",2326.388895,36,"LCO19",5,"LCO10A",1
"846",2327.547027,37,"LCO19",5,"LCO10A",2
"915",2329.023284,38,"LCO19",5,"LCO10A",3
"989",2329.940622,39,"LCO19",5,"LCO10A",4
"1037",2331.765463,40,"LCO19",5,"LCO10A",5
"4321",2447.780817,41,"LCO19",5,"LCO9C",1
"4357",2448.309697,42,"LCO19",5,"LCO9C",2
"4456",2448.78809,43,"LCO19",5,"LCO9C",3
"4516",2449.372407,44,"LCO19",5,"LCO9C",4
"4594",2450.082856,45,"LCO19",5,"LCO9C",5
"3976",2557.783738,46,"LCO19",5,"LCO9B",1
"4045",2558.266003,47,"LCO19",5,"LCO9B",2
"4112",2558.537147,48,"LCO19",5,"LCO9B",3
"4146",2559.011892,49,"LCO19",5,"LCO9B",4
"4253",2559.297494,50,"LCO19",5,"LCO9B",5
"4671",2698.406924,51,"LCO19",5,"LTI1",1
"4749",2699.335615,52,"LCO19",5,"LTI2",1
"454",2766.2338,53,"LCO19",5,"BTI4",2
"3878",2805.695203,54,"LCO19",5,"LCO8A",1
"5106",2807.334144,55,"LCO19",5,"LTI6",1
"5012",2832.415985,56,"LCO19",5,"LTI5",2
"4928",2835.863992,57,"LCO19",5,"LTI5",1
"4794",2846.63939,58,"LCO19",5,"LTI3",1
"4851",2907.915694,59,"LCO19",5,"LTI4",1
"368",2909.282025,60,"LCO19",5,"BTI4",1
"574",2989.593771,61,"LCO19",5,"BTI5",2
"499",3007.10366,62,"LCO19",5,"BTI5",1
"3793",3013.168426,63,"LCO19",5,"LCO4",1
"686",3059.61081,64,"LCO19",5,"BTI6",1
"51",3073.576406,65,"LCO19",5,"BTI1",1
"3740",3149.216878,66,"LCO19",5,"LCO3",1
"292",3179.928568,67,"LCO19",5,"BTI3",2
"238",3186.200423,68,"LCO19",5,"BTI3",1
"2990",3245.726049,69,"LCO19",5,"LCO2",1
"156",3247.201016,70,"LCO19",5,"BTI2",2
"90",3273.777294,71,"LCO19",5,"BTI2",1
"3707",97.20425642,1,"LCO2",1,"LCO3",1
"3781",233.944616,2,"LCO2",1,"LCO4",1
